t_wallclock,label
1786622924.570481,1
1786622924.593496,1
1786622924.616568,1
1786622924.641164,1
1786622924.664677,1
1786622924.688247,1
1786622924.711829,1
1786622924.788599,1
1786622924.853761,1
1786622924.958688,1
1786622925.530090,1
1786622925.553808,1
1786622925.576935,1
1786622925.600247,1
1786622925.623412,1
1786622925.646678,2
1786622925.669959,1
1786622925.693889,1
1786622925.743308,1
1786622925.836505,1
1786622925.912434,1
1786622925.964153,1
1786622926.546176,1
1786622926.569249,1
1786622926.592622,1
1786622926.615708,1
1786622926.638755,1
1786622926.662116,1
1786622926.685374,1
1786622926.753990,1
1786622926.825961,1
1786622926.934778,1
1786622926.999732,1
1786622927.573309,1
1786622927.596600,1
1786622927.620062,1
1786622927.643389,1
1786622927.667039,1
1786622927.689882,1
1786622927.713557,1
1786622927.736913,1
1786622927.841203,1
1786622927.923285,1
1786622927.972412,2
1786622928.072528,2
1786622928.639028,2
1786622928.662294,2
1786622928.685315,2
1786622928.709089,1
1786622928.732281,1
1786622928.755454,1
1786622928.779419,1
1786622928.810964,1
1786622928.916324,1
1786622929.016428,1
1786622929.081794,1
1786622929.672683,1
1786622929.696050,1
1786622929.719728,1
1786622929.744017,1
1786622929.767171,1
1786622929.790252,1
1786622929.813967,1
1786622929.836946,1
1786622929.923400,1
1786622930.010836,1
1786622930.090583,1
1786622930.715727,1
1786622930.739189,1
1786622930.762198,1
1786622930.785584,1
1786622930.808840,1
1786622930.832290,1
1786622930.855617,1
1786622930.879187,1
1786622930.916718,1
1786622931.003369,1
1786622931.097491,1
1786622931.166797,1
1786622931.716031,1
1786622931.739615,1
1786622931.762801,1
1786622931.786100,1
1786622931.809702,1
1786622931.833081,1
1786622931.856563,1
1786622931.883493,1
1786622931.988806,1
1786622932.134239,1
1786622932.197748,2
1786622932.727798,2
1786622932.751497,2
1786622932.775054,2
1786622932.797170,0
1786622932.822916,0
1786622932.846087,0
1786622932.880486,0
1786622932.921916,0
1786622932.975862,0
1786622933.022482,0
1786622933.088925,0
1786622933.185346,2
1786622933.718675,2
1786622933.742426,2
1786622933.765889,2
1786622933.789628,2
1786622933.812976,2
1786622933.836998,2
1786622933.861525,2
1786622933.885134,2
1786622933.908373,1
1786622934.069991,2
1786622934.106285,2
1786622934.178251,2
1786622934.749710,2
1786622934.772917,2
1786622934.796383,2
1786622934.820187,2
1786622934.843834,2
1786622934.867307,2
1786622934.891566,2
1786622934.915628,2
1786622934.939664,2
1786622934.987373,2
1786622935.049798,2
1786622935.140309,2
1786622935.771663,2
1786622935.794814,2
1786622935.818407,2
1786622935.841919,2
1786622935.865945,2
1786622935.889576,2
1786622935.913383,2
1786622935.937037,2
1786622935.997491,2
1786622936.066692,2
1786622936.166705,2
1786622936.264225,2
1786622936.867321,1
1786622936.890907,1
1786622936.913944,2
1786622936.937353,2
1786622936.961372,2
1786622936.984739,2
1786622937.008625,2
1786622937.030190,0
1786622937.075119,0
1786622937.166573,0
1786622937.228081,0
1786622937.321711,0
1786622937.874895,0
1786622937.899065,0
1786622937.923250,0
1786622937.947052,1
1786622937.969405,0
1786622937.992989,0
1786622938.018183,0
1786622938.041081,0
1786622938.064764,0
1786622938.141026,0
1786622938.209386,0
1786622938.281696,0
1786622938.869175,0
1786622938.892518,1
1786622938.915655,1
1786622938.939082,1
1786622938.962777,1
1786622938.986518,1
1786622939.009723,1
1786622939.031272,0
1786622939.115382,0
1786622939.299379,0
1786622939.340822,0
1786622939.892268,0
1786622939.916275,0
1786622939.940069,0
1786622939.963439,0
1786622939.987660,0
1786622940.012085,0
1786622940.038008,3
1786622940.061493,3
1786622940.092285,3
1786622940.195543,3
1786622940.259915,3
1786622940.325231,3
1786622940.887375,4
1786622940.910883,4
1786622940.933809,4
1786622940.957140,4
1786622940.980791,4
1786622941.003399,4
1786622941.026537,4
1786622941.049651,4
1786622941.074311,4
1786622941.155589,4
1786622941.256251,4
1786622941.323555,4
1786622941.894371,4
1786622941.917501,4
1786622941.940613,4
1786622941.963858,4
1786622941.987177,4
1786622942.010476,4
1786622942.033749,4
1786622942.057047,4
1786622942.080106,4
1786622942.170455,4
1786622942.259697,4
1786622942.349794,4
1786622942.900228,1
1786622942.923703,1
1786622942.946673,1
1786622942.970058,1
1786622942.993190,1
1786622943.016805,1
1786622943.040242,1
1786622943.064014,1
1786622943.108484,1
1786622943.196749,1
1786622943.271493,1
1786622943.391105,1
1786622943.935114,4
1786622943.958122,4
1786622943.981451,4
1786622944.004178,4
1786622944.027544,4
1786622944.050084,4
1786622944.072940,4
1786622944.096296,4
1786622944.168138,4
1786622944.224595,4
1786622944.271117,4
1786622944.969293,4
1786622944.993182,4
1786622945.016413,4
1786622945.039824,4
1786622945.062987,4
1786622945.086618,4
1786622945.109764,4
1786622945.133332,4
1786622945.208185,4
1786622945.321929,4
1786622945.428233,4
1786622945.972455,4
1786622945.996220,4
1786622946.019773,4
1786622946.043189,4
1786622946.066429,4
1786622946.089608,4
1786622946.113241,4
1786622946.136455,4
1786622946.232729,4
1786622946.272563,4
1786622946.382630,4
1786622947.007070,4
1786622947.030587,4
1786622947.053591,4
1786622947.076993,4
1786622947.100408,4
1786622947.123925,4
1786622947.147834,4
1786622947.170921,4
1786622947.278610,4
1786622947.339940,4
1786622947.420011,4
1786622947.997026,3
1786622948.021089,3
1786622948.044228,3
1786622948.080731,3
1786622948.104736,3
1786622948.131014,3
1786622948.154593,3
1786622948.177547,3
1786622948.236268,3
1786622948.337902,3
1786622948.416587,3
1786622948.474834,3
1786622949.000018,3
1786622949.023393,3
1786622949.046922,3
1786622949.069854,3
1786622949.093254,3
1786622949.117391,3
1786622949.140874,3
1786622949.192386,3
1786622949.266513,3
1786622949.359425,3
1786622949.452943,3
1786622950.008342,3
1786622950.032128,3
1786622950.055977,3
1786622950.080275,3
1786622950.103857,3
1786622950.127906,3
1786622950.151905,3
1786622950.175968,3
1786622950.200107,3
1786622950.223496,3
1786622950.247699,3
1786622950.271522,3
1786622950.316657,3
1786622950.373593,3
1786622950.439081,3
1786622951.035586,4
1786622951.058113,4
1786622951.081030,4
1786622951.104281,4
1786622951.128211,4
1786622951.151744,4
1786622951.174807,4
1786622951.198530,4
1786622951.222045,4
1786622951.245262,4
1786622951.269121,4
1786622951.303301,4
1786622951.405201,4
1786622951.478130,4
1786622952.017446,3
1786622952.041162,3
1786622952.064691,3
1786622952.088546,3
1786622952.112365,3
1786622952.136551,3
1786622952.160081,3
1786622952.184531,3
1786622952.208385,3
1786622952.264412,3
1786622952.363278,3
1786622952.441802,3
1786622952.502413,3
1786622953.090797,4
1786622953.114452,4
1786622953.138393,4
1786622953.162177,4
1786622953.185905,4
1786622953.209415,4
1786622953.232950,4
1786622953.257273,4
1786622953.306616,4
1786622953.357839,4
1786622953.453949,4
1786622953.575004,4
1786622954.237306,4
1786622954.260658,4
1786622954.284109,4
1786622954.308271,4
1786622954.331748,4
1786622954.355044,4
1786622954.379008,4
1786622954.402494,4
1786622954.472545,4
1786622954.581149,4
1786622954.683779,4
1786622955.267615,2
1786622955.290521,2
1786622955.313399,2
1786622955.336858,2
1786622955.359929,2
1786622955.382955,2
1786622955.406974,2
1786622955.430563,2
1786622955.454234,1
1786622955.535053,1
1786622955.581119,1
1786622955.689096,1
1786622955.763834,1
1786622956.321551,4
1786622956.345300,4
1786622956.368273,4
1786622956.391685,4
1786622956.414966,4
1786622956.437877,4
1786622956.461470,4
1786622956.484805,4
1786622956.512924,4
1786622956.622490,4
1786622956.734063,4
1786622956.812540,4
1786622957.351374,4
1786622957.374917,4
1786622957.397883,4
1786622957.421317,4
1786622957.444343,4
1786622957.467368,4
1786622957.490759,4
1786622957.514140,4
1786622957.574527,4
1786622957.659703,4
1786622957.741672,4
1786622957.821368,4
1786622958.378395,1
1786622958.401757,1
1786622958.425033,1
1786622958.448695,1
1786622958.471979,1
1786622958.495704,1
1786622958.518971,1
1786622958.542584,1
1786622958.574631,1
1786622958.666995,1
1786622958.760471,1
1786622958.855354,1
1786622959.443526,4
1786622959.466839,4
1786622959.489695,4
1786622959.512667,4
1786622959.535517,4
1786622959.558672,4
1786622959.582129,4
1786622959.605690,4
1786622959.631865,4
1786622959.720906,4
1786622959.825113,4
1786622959.907592,4
1786622960.435932,3
1786622960.459312,3
1786622960.482201,3
1786622960.506060,3
1786622960.529210,3
1786622960.552972,3
1786622960.576104,3
1786622960.599505,3
1786622960.640808,3
1786622960.720715,3
1786622960.793080,3
1786622960.861765,3
1786622961.423113,3
1786622961.446320,3
1786622961.469576,3
1786622961.492801,3
1786622961.516183,3
1786622961.539630,3
1786622961.563000,3
1786622961.586775,3
1786622961.652050,3
1786622961.722380,3
1786622961.798685,3
1786622961.878038,3
1786622962.455380,4
1786622962.479249,4
1786622962.501934,4
1786622962.525386,4
1786622962.548706,4
1786622962.571806,4
1786622962.595485,4
1786622962.618154,4
1786622962.663246,4
1786622962.737138,4
1786622962.784718,4
1786622962.858692,4
1786622962.918879,4
1786622963.460562,1
1786622963.483988,1
1786622963.507533,1
1786622963.530555,1
1786622963.553443,1
1786622963.576589,1
1786622963.599822,1
1786622963.623027,1
1786622963.693054,1
1786622963.754297,1
1786622963.813474,1
1786622963.920868,1
1786622964.487546,3
1786622964.510534,3
1786622964.533703,3
1786622964.556869,3
1786622964.579764,3
1786622964.603216,3
1786622964.626483,3
1786622964.649568,3
1786622964.704443,3
1786622964.787501,3
1786622964.864230,3
1786622964.926281,3
1786622965.489720,4
1786622965.513037,4
1786622965.535573,4
1786622965.558666,4
1786622965.581809,4
1786622965.605272,4
1786622965.628339,4
1786622965.651772,4
1786622965.679144,4
1786622965.744687,4
1786622965.828967,4
1786622965.903934,4
1786622965.959138,4
1786622966.498531,4
1786622966.521970,4
1786622966.544778,4
1786622966.567988,4
1786622966.590898,4
1786622966.614226,4
1786622966.637514,4
1786622966.660707,4
1786622966.713608,4
1786622966.767556,4
1786622966.840543,4
1786622966.950784,4
1786622967.491142,4
1786622967.514860,4
1786622967.537965,4
1786622967.561277,4
1786622967.584600,4
1786622967.608134,4
1786622967.631260,4
1786622967.654613,4
1786622967.677551,4
1786622967.756251,4
1786622967.825241,4
1786622967.886734,4
1786622968.488070,1
1786622968.511057,1
1786622968.534330,1
1786622968.557450,1
1786622968.580513,1
1786622968.604325,1
1786622968.627539,1
1786622968.650982,1
1786622968.729384,1
1786622968.805019,1
1786622968.913768,1
1786622969.472777,3
1786622969.497864,3
1786622969.521711,3
1786622969.545386,3
1786622969.569828,3
1786622969.594715,3
1786622969.618570,3
1786622969.683383,3
1786622969.751972,3
1786622969.806709,0
1786622969.876220,0
1786622969.945970,0
1786622970.581067,0
1786622970.604896,0
1786622970.628886,0
1786622970.650399,0
1786622970.668254,0
1786622970.686192,0
1786622970.704722,0
1786622970.723079,0
1786622970.746712,0
1786622970.813016,0
1786622970.935153,0
1786622971.015757,0
1786622971.091040,0
1786622971.161551,0
1786622971.227292,0
1786622971.364925,0
1786622971.429498,0
1786622971.561633,0
1786622971.614535,0
1786622971.668639,0
1786622971.727073,0
1786622971.811736,0
1786622971.884611,0
1786622971.946855,0
1786622972.065216,0
1786622972.172737,0
1786622972.243819,0
1786622972.329968,0
1786622972.428899,0
1786622972.508437,0
1786622972.599616,0
1786622972.666166,0
1786622972.739774,0
1786622972.817374,0
1786622972.890443,0
1786622973.101468,0
1786622973.151040,0
1786622973.257664,0
1786622973.321731,0
1786622973.431253,0
1786622973.489650,0
1786622973.597617,0
1786622973.680083,0
1786622973.771307,0
1786622973.858997,0
1786622973.955765,0
1786622974.046523,0
1786622974.083887,0
1786622974.208830,0
1786622974.255350,0
1786622974.311471,0
1786622974.397486,0
1786622974.443032,0
1786622974.501696,0
1786622974.569072,0
1786622974.688040,0
1786622974.787069,0
1786622974.869371,0
1786622974.962922,0
1786622975.027176,0
1786622975.122839,0
1786622975.192412,0
1786622975.266821,0
1786622975.347707,0
1786622975.446269,0
1786622976.004421,0
1786622976.026274,0
1786622976.051605,0
1786622976.075590,0
1786622976.097513,0
1786622976.115176,0
1786622976.133672,0
1786622976.159777,0
1786622976.193453,0
1786622976.285176,0
1786622976.372807,0
1786622976.477337,0
1786622976.580770,0
1786622976.641148,0
1786622976.745740,0
1786622976.809184,0
1786622976.902489,0
1786622977.034064,0
1786622977.168521,0
1786622977.250022,0
1786622977.320444,0
1786622977.432494,0
1786622977.510027,0
1786622977.610725,0
1786622977.660359,0
1786622977.724303,0
1786622977.806845,0
1786622977.839293,0
1786622977.889271,0
1786622977.960944,0
1786622978.028650,0
1786622978.075345,0
1786622978.146714,0
1786622978.215744,0
1786622978.279870,0
1786622978.325437,0
1786622978.398302,0
1786622978.441429,0
1786622978.503358,0
1786622978.558064,0
1786622978.607186,0
1786622978.659275,0
1786622978.719967,0
1786622978.802042,0
1786622978.874709,0
1786622978.933771,0
1786622979.017175,0
1786622979.072843,0
1786622979.120033,0
1786622979.226162,0
1786622979.266023,0
1786622979.326081,0
1786622979.428008,0
1786622979.516686,0
1786622979.595550,0
1786622979.681232,0
1786622979.734436,0
1786622979.797346,0
1786622979.844651,0
1786622979.904152,0
1786622979.962781,0
1786622980.066420,0
1786622980.150619,0
1786622980.222580,0
1786622980.301611,0
1786622980.331513,0
1786622980.417925,0
1786622980.521179,0
1786622980.623299,0
1786622980.685592,0
1786622980.736010,0
1786622980.807759,0
1786622980.854798,0
1786622980.920939,0
1786622980.983654,0
1786622981.056682,0
1786622981.134161,0
1786622981.205979,0
1786622981.286442,0
1786622981.370236,0
1786622981.451672,0
1786622981.511096,0
1786622981.596740,0
1786622981.654833,0
1786622981.723632,0
1786622981.784314,0
1786622981.864234,0
1786622981.921928,0
1786622981.966721,0
1786622982.048011,0
1786622982.121963,0
1786622982.193246,0
1786622982.266385,0
1786622982.321562,0
1786622982.402410,0
1786622982.502071,0
1786622982.552171,0
1786622982.634237,0
1786622982.690255,0
1786622982.791574,0
1786622982.851279,0
1786622982.914198,0
1786622982.968318,0
1786622983.037582,0
1786622983.108988,0
1786622983.152497,0
1786622983.250288,0
1786622983.310358,0
1786622983.375118,0
1786622983.442092,0
1786622983.479751,0
1786622983.551970,0
1786622983.626051,0
1786622983.694865,0
1786622983.768507,0
1786622983.849111,0
1786622983.953028,0
1786622983.993962,0
1786622984.055627,0
1786622984.134420,0
1786622984.187244,0
1786622984.284343,0
1786622984.362471,0
1786622984.422840,0
1786622984.512124,0
1786622984.553138,0
1786622984.604210,0
1786622984.681011,0
1786622984.753703,0
1786622984.819702,0
1786622984.881058,0
1786622984.983299,0
1786622985.020625,0
1786622985.090759,0
1786622985.173370,0
1786622985.221588,0
1786622985.303371,0
1786622985.369370,0
1786622985.438779,0
1786622985.493449,0
1786622985.557792,0
1786622985.650327,0
1786622985.702312,0
1786622985.770710,0
1786622985.837416,0
1786622985.919274,0
1786622985.997084,0
1786622986.075120,0
1786622986.121915,0
1786622986.189455,0
1786622986.284170,0
1786622986.338308,0
1786622986.439439,0
1786622986.517198,0
1786622986.596211,0
1786622986.656495,0
1786622986.735204,0
1786622986.798522,0
1786622986.882118,0
1786622986.943455,0
1786622987.010650,0
1786622987.076143,0
1786622987.125611,0
1786622987.181739,0
1786622987.225131,0
1786622987.292341,0
1786622987.347875,0
1786622987.437207,0
1786622987.508822,0
1786622987.594728,0
1786622987.666264,0
1786622987.724292,0
1786622987.797067,0
1786622987.840318,0
1786622987.937586,0
1786622988.003583,0
1786622988.097350,0
1786622988.165825,0
1786622988.228815,0
1786622988.322417,0
1786622988.391030,0
1786622988.448735,0
1786622988.498729,0
1786622988.600143,0
1786622988.661559,0
1786622988.741520,0
1786622988.820124,0
1786622988.879636,0
1786622988.947496,0
1786622989.032736,0
1786622989.104227,0
1786622989.194578,0
1786622989.249761,0
1786622989.347347,0
1786622989.398323,0
1786622989.483881,0
1786622989.577186,0
1786622989.677330,0
1786622989.740063,0
1786622989.801314,0
1786622989.894049,0
1786622989.961239,0
1786622990.038716,0
1786622990.094214,0
1786622990.183887,0
1786622990.271109,0
1786622990.350018,0
1786622990.415695,0
1786622990.481387,0
1786622990.525094,0
1786622990.622172,0
1786622990.666994,0
1786622990.781210,0
1786622990.869514,0
1786622990.949999,0
1786622991.038801,0
1786622991.112239,0
1786622991.176081,0
1786622991.257807,0
1786622991.316862,0
1786622991.402997,0
1786622991.458095,0
1786622991.529748,0
1786622991.598777,0
1786622991.674661,0
1786622991.730399,0
1786622991.807146,0
1786622991.876291,0
1786622991.942954,0
1786622991.991298,0
1786622992.072040,0
1786622992.192307,0
1786622992.233992,0
1786622992.292084,0
1786622992.362034,0
1786622992.465324,0
1786622992.535370,0
1786622992.619343,0
1786622992.679669,0
1786622992.774026,0
1786622992.817076,0
1786622992.900423,0
1786622992.962594,0
1786622993.058595,0
1786622993.106080,0
1786622993.159430,0
1786622993.269514,0
1786622993.304411,0
1786622993.350571,0
1786622993.415498,0
1786622993.478683,0
1786622993.525475,0
1786622993.660150,0
1786622993.699739,0
1786622993.758437,0
1786622993.797385,0
1786622993.894830,0
1786622993.991104,0
1786622994.063118,0
1786622994.103569,0
1786622994.662772,0
1786622994.684358,0
1786622994.707780,0
1786622994.736264,0
1786622994.760154,0
1786622994.785737,0
1786622994.809615,0
1786622994.833357,0
1786622994.898503,0
1786622994.957552,0
1786622995.077287,0
1786622995.162141,0
1786622995.701850,2
1786622995.727878,2
1786622995.753253,2
1786622995.777024,2
1786622995.803871,1
1786622995.827791,1
1786622995.850864,1
1786622995.912823,2
1786622995.988624,2
1786622996.099061,2
1786622996.186398,2
1786622996.724546,2
1786622996.748225,2
1786622996.771438,2
1786622996.795053,1
1786622996.818060,1
1786622996.841411,1
1786622996.864681,1
1786622996.888748,1
1786622996.912090,1
1786622996.986572,1
1786622997.079930,1
1786622997.204103,1
1786622997.785343,1
1786622997.809541,1
1786622997.833080,1
1786622997.856262,1
1786622997.879802,1
1786622997.903001,1
1786622997.928826,1
1786622998.010883,1
1786622998.099861,1
1786622998.184029,1
1786622998.237015,1
1786622998.868236,1
1786622998.894540,1
1786622998.919098,1
1786622998.942678,1
1786622998.966104,1
1786622998.989272,1
1786622999.012604,1
1786622999.036254,1
1786622999.085247,1
1786622999.177938,1
1786622999.266499,1
1786622999.359584,1
1786622999.974883,4
1786622999.998992,4
1786623000.022549,4
1786623000.055294,4
1786623000.079265,4
1786623000.104931,4
1786623000.128430,4
1786623000.202659,4
1786623000.347208,4
1786623000.434532,4
1786623001.057416,3
1786623001.080963,3
1786623001.104429,3
1786623001.127972,3
1786623001.151605,3
1786623001.174703,3
1786623001.221720,3
1786623001.299737,3
1786623001.409433,3
1786623001.475271,3
1786623001.534306,3
1786623002.113280,4
1786623002.136634,4
1786623002.159506,4
1786623002.182874,4
1786623002.206381,4
1786623002.229717,4
1786623002.288713,4
1786623002.365550,4
1786623002.454894,4
1786623002.610486,4
1786623003.313503,1
1786623003.336712,1
1786623003.359598,1
1786623003.382411,1
1786623003.406093,1
1786623003.429217,1
1786623003.452256,1
1786623003.475553,1
1786623003.519955,1
1786623003.629357,1
1786623003.722600,1
1786623004.334667,1
1786623004.357550,1
1786623004.381305,1
1786623004.404677,1
1786623004.428058,1
1786623004.452003,1
1786623004.475005,1
1786623004.498689,1
1786623004.592830,1
1786623004.689505,1
1786623004.824117,1
1786623005.387685,1
1786623005.411070,1
1786623005.433858,1
1786623005.457227,1
1786623005.480504,1
1786623005.503789,1
1786623005.606940,1
1786623005.687944,1
1786623005.788145,1
1786623006.406979,1
1786623006.430541,1
1786623006.454025,1
1786623006.477332,1
1786623006.500517,1
1786623006.523844,1
1786623006.563142,1
1786623006.670909,1
1786623006.741615,1
1786623006.898923,1
1786623007.471899,1
1786623007.495699,1
1786623007.519099,1
1786623007.542519,1
1786623007.565649,1
1786623007.589226,1
1786623007.612721,1
1786623007.692280,1
1786623007.768619,1
1786623007.879810,1
1786623008.475167,1
1786623008.499240,1
1786623008.522938,1
1786623008.546237,1
1786623008.569621,1
1786623008.593124,1
1786623008.628251,1
1786623008.745832,1
1786623008.830994,1
1786623009.563189,1
1786623009.587172,1
1786623009.611574,1
1786623009.636036,1
1786623009.661848,1
1786623009.688416,1
1786623009.712501,1
1786623009.736389,1
1786623009.780782,1
1786623009.890032,1
1786623009.958323,1
1786623010.569462,4
1786623010.593050,4
1786623010.617184,4
1786623010.640251,4
1786623010.663748,4
1786623010.691180,4
1786623010.802498,4
1786623010.899471,4
1786623011.051311,4
1786623011.719009,1
1786623011.742297,1
1786623011.765324,1
1786623011.788812,1
1786623011.812130,1
1786623011.835448,1
1786623011.858910,1
1786623011.896556,1
1786623011.982528,1
1786623012.132902,1
1786623012.717084,3
1786623012.740769,3
1786623012.764397,3
1786623012.787645,3
1786623012.811451,3
1786623012.879879,3
1786623012.994170,3
1786623013.080977,3
1786623013.172733,3
1786623013.757992,3
1786623013.781452,3
1786623013.804448,3
1786623013.828002,3
1786623013.851704,3
1786623013.875087,3
1786623013.914838,3
1786623014.049505,3
1786623014.169537,3
1786623014.835723,1
1786623014.858837,1
1786623014.882111,1
1786623014.905574,1
1786623014.929375,1
1786623014.952094,1
1786623014.974914,1
1786623015.210167,1
1786623015.288965,1
1786623015.931374,3
1786623015.954617,3
1786623015.977756,3
1786623016.001234,3
1786623016.024609,3
1786623016.048784,3
1786623016.072179,3
1786623016.110889,3
1786623016.157727,3
1786623016.271634,3
1786623016.331873,3
1786623016.406238,3
1786623016.942985,4
1786623016.966281,4
1786623016.989268,4
1786623017.012917,4
1786623017.036284,4
1786623017.060091,4
1786623017.083345,4
1786623017.107247,4
1786623017.166763,4
1786623017.241536,4
1786623017.362218,4
1786623018.056072,3
1786623018.079216,3
1786623018.102331,3
1786623018.126005,3
1786623018.149746,3
1786623018.173293,3
1786623018.197087,3
1786623018.220378,3
1786623018.244144,3
1786623018.354122,3
1786623018.482454,3
1786623019.052794,3
1786623019.076514,3
1786623019.099652,3
1786623019.122972,3
1786623019.146558,3
1786623019.170107,3
1786623019.194062,3
1786623019.217758,3
1786623019.241571,3
1786623019.345715,3
1786623019.400883,3
1786623019.474408,3
1786623019.540952,3
1786623020.095186,3
1786623020.118530,3
1786623020.142207,3
1786623020.165684,3
1786623020.189168,3
1786623020.212566,3
1786623020.236641,3
1786623020.260072,3
1786623020.365176,3
1786623020.465482,3
1786623020.515996,3
1786623021.080589,3
1786623021.104119,3
1786623021.126912,3
1786623021.150419,3
1786623021.174009,3
1786623021.198062,3
1786623021.219813,0
1786623021.379754,0
1786623021.483899,0
1786623021.544805,0
1786623022.087068,0
1786623022.110861,0
1786623022.134499,0
1786623022.158894,0
1786623022.182580,0
1786623022.217607,0
1786623022.293898,3
1786623022.381802,3
1786623022.471082,3
1786623022.563322,3
1786623023.128210,3
1786623023.152210,3
1786623023.175556,3
1786623023.198427,3
1786623023.221793,3
1786623023.245390,3
1786623023.268633,3
1786623023.291957,3
1786623023.330773,3
1786623023.497688,3
1786623023.570591,3
1786623023.652210,0
1786623024.194421,0
1786623024.217908,0
1786623024.241133,0
1786623024.264731,0
1786623024.288897,0
1786623024.312704,0
1786623024.336061,0
1786623024.359705,3
1786623024.425097,3
1786623024.488401,3
1786623024.617528,3
1786623024.670872,3
1786623025.238652,2
1786623025.262345,2
1786623025.285389,2
1786623025.309030,2
1786623025.332528,2
1786623025.355609,2
1786623025.378952,1
1786623025.402220,1
1786623025.425609,1
1786623025.577259,2
1786623025.633520,2
1786623025.708787,2
1786623026.254559,4
1786623026.277670,4
1786623026.300879,4
1786623026.324559,4
1786623026.348589,4
1786623026.371806,4
1786623026.395298,4
1786623026.419059,4
1786623026.457602,4
1786623026.598735,4
1786623026.649107,4
1786623027.301453,4
1786623027.324938,4
1786623027.348607,4
1786623027.385973,4
1786623027.409628,4
1786623027.436542,4
1786623027.459848,4
