t_wallclock,action
1786611679.390514,still_30s
1786611679.480569,still_30s
1786611679.554795,still_30s
1786611679.643149,still_30s
1786611679.734352,still_30s
1786611679.827057,still_30s
1786611679.915599,still_30s
1786611680.004401,still_30s
1786611680.093831,still_30s
1786611680.184399,still_30s
1786611680.273644,still_30s
1786611680.365651,still_30s
1786611680.452395,still_30s
1786611680.543032,still_30s
1786611680.633060,still_30s
1786611680.721506,still_30s
1786611680.811763,still_30s
1786611680.897880,still_30s
1786611680.988129,still_30s
1786611681.076332,still_30s
1786611681.164108,still_30s
1786611681.255115,still_30s
1786611681.346104,still_30s
1786611681.446978,still_30s
1786611681.525809,still_30s
1786611681.615940,still_30s
1786611681.701530,still_30s
1786611681.789775,still_30s
1786611681.878712,still_30s
1786611681.968082,still_30s
1786611682.046513,still_30s
1786611682.146475,still_30s
1786611682.238520,still_30s
1786611682.329828,still_30s
1786611682.417687,still_30s
1786611682.498399,still_30s
1786611682.601356,still_30s
1786611682.680517,still_30s
1786611682.770005,still_30s
1786611682.859727,still_30s
1786611682.949176,still_30s
1786611683.048533,still_30s
1786611683.138086,still_30s
1786611683.226973,still_30s
1786611683.304951,still_30s
1786611683.394933,still_30s
1786611683.484737,still_30s
1786611683.586047,still_30s
1786611683.665826,still_30s
1786611683.756625,still_30s
1786611683.859253,still_30s
1786611683.949511,still_30s
1786611684.030345,still_30s
1786611684.118892,still_30s
1786611684.206666,still_30s
1786611684.294316,still_30s
1786611684.384879,still_30s
1786611684.473778,still_30s
1786611684.561109,still_30s
1786611684.653815,still_30s
1786611684.743519,still_30s
1786611684.831889,still_30s
1786611684.918941,still_30s
1786611685.010173,still_30s
1786611685.099837,still_30s
1786611685.189107,still_30s
1786611685.279372,still_30s
1786611685.369395,still_30s
1786611685.457735,still_30s
1786611685.536256,still_30s
1786611685.635056,still_30s
1786611685.715046,still_30s
1786611685.804555,still_30s
1786611685.890590,still_30s
1786611685.980628,still_30s
1786611686.071034,still_30s
1786611686.162066,still_30s
1786611686.254356,still_30s
1786611686.344729,still_30s
1786611686.423158,still_30s
1786611686.511806,still_30s
1786611686.599793,still_30s
1786611686.688561,still_30s
1786611686.779442,still_30s
1786611686.868615,still_30s
1786611686.958595,still_30s
1786611687.037588,still_30s
1786611687.125838,still_30s
1786611687.213879,still_30s
1786611687.301721,still_30s
1786611687.391954,still_30s
1786611687.483110,still_30s
1786611687.562778,still_30s
1786611687.648944,still_30s
1786611687.739329,still_30s
1786611687.830506,still_30s
1786611687.919400,still_30s
1786611688.009085,still_30s
1786611688.099158,still_30s
1786611688.189768,still_30s
1786611688.268606,still_30s
1786611688.358270,still_30s
1786611688.446020,still_30s
1786611688.534865,still_30s
1786611688.624464,still_30s
1786611688.714368,still_30s
1786611688.802126,still_30s
1786611688.881054,still_30s
1786611688.969891,still_30s
1786611689.057261,still_30s
1786611689.144436,still_30s
1786611689.236824,still_30s
1786611689.323423,still_30s
1786611689.413760,still_30s
1786611689.505244,still_30s
1786611689.592616,still_30s
1786611689.683163,still_30s
1786611689.772888,still_30s
1786611689.846607,still_30s
1786611689.938167,still_30s
1786611690.029689,still_30s
1786611690.117461,still_30s
1786611690.208476,still_30s
1786611690.297517,still_30s
1786611690.371210,still_30s
1786611690.457330,still_30s
1786611690.545307,still_30s
1786611690.634921,still_30s
1786611690.722218,still_30s
1786611690.811895,still_30s
1786611690.890561,still_30s
1786611691.022882,still_30s
1786611691.103720,still_30s
1786611691.190700,still_30s
1786611691.283293,still_30s
1786611691.375002,still_30s
1786611691.466433,still_30s
1786611691.556142,still_30s
1786611691.646221,still_30s
1786611691.732466,still_30s
1786611691.821721,still_30s
1786611691.908063,still_30s
1786611691.999514,still_30s
1786611692.077549,still_30s
1786611692.167284,still_30s
1786611692.257218,still_30s
1786611692.346045,still_30s
1786611692.435227,still_30s
1786611692.520156,still_30s
1786611692.609778,still_30s
1786611692.698676,still_30s
1786611692.787274,still_30s
1786611692.876993,still_30s
1786611692.966886,still_30s
1786611693.057663,still_30s
1786611693.147238,still_30s
1786611693.232779,still_30s
1786611693.322575,still_30s
1786611693.413760,still_30s
1786611693.490768,still_30s
1786611693.580640,still_30s
1786611693.671765,still_30s
1786611693.763380,still_30s
1786611693.853807,still_30s
1786611693.942551,still_30s
1786611694.024251,still_30s
1786611694.112185,still_30s
1786611694.200174,still_30s
1786611694.290617,still_30s
1786611694.382070,still_30s
1786611694.466483,still_30s
1786611694.554506,still_30s
1786611694.634379,still_30s
1786611694.722155,still_30s
1786611694.811092,still_30s
1786611694.899434,still_30s
1786611694.990873,still_30s
1786611695.081384,still_30s
1786611695.166248,still_30s
1786611695.252217,still_30s
1786611695.338408,still_30s
1786611695.427977,still_30s
1786611695.514009,still_30s
1786611695.591559,still_30s
1786611695.683618,still_30s
1786611695.771630,still_30s
1786611695.861789,still_30s
1786611695.948089,still_30s
1786611696.027964,still_30s
1786611696.117369,still_30s
1786611696.208797,still_30s
1786611696.294746,still_30s
1786611696.382031,still_30s
1786611696.471956,still_30s
1786611696.561108,still_30s
1786611696.651918,still_30s
1786611696.743666,still_30s
1786611696.823327,still_30s
1786611696.911280,still_30s
1786611697.003077,still_30s
1786611697.091516,still_30s
1786611697.180792,still_30s
1786611697.269832,still_30s
1786611697.360891,still_30s
1786611697.437115,still_30s
1786611697.525759,still_30s
1786611697.614610,still_30s
1786611697.706070,still_30s
1786611697.792064,still_30s
1786611697.883617,still_30s
1786611697.972262,still_30s
1786611698.061529,still_30s
1786611698.141636,still_30s
1786611698.243038,still_30s
1786611698.319593,still_30s
1786611698.409607,still_30s
1786611698.498474,still_30s
1786611698.586050,still_30s
1786611698.673572,still_30s
1786611698.763085,still_30s
1786611698.840211,still_30s
1786611698.929554,still_30s
1786611699.033693,still_30s
1786611699.111580,still_30s
1786611699.202424,still_30s
1786611699.290387,still_30s
1786611699.382543,still_30s
1786611699.468983,still_30s
1786611699.558902,still_30s
1786611699.647138,still_30s
1786611699.737911,still_30s
1786611699.816970,still_30s
1786611699.906961,still_30s
1786611699.995026,still_30s
1786611700.084763,still_30s
1786611700.174883,still_30s
1786611700.263946,still_30s
1786611700.340960,still_30s
1786611700.431501,still_30s
1786611700.519371,still_30s
1786611700.610784,still_30s
1786611700.701217,still_30s
1786611706.004437,slow_sweep
1786611706.105100,slow_sweep
1786611706.189201,slow_sweep
1786611706.264431,slow_sweep
1786611706.350268,slow_sweep
1786611706.443391,slow_sweep
1786611706.533624,slow_sweep
1786611706.625037,slow_sweep
1786611706.715190,slow_sweep
1786611706.794863,slow_sweep
1786611706.886140,slow_sweep
1786611706.975635,slow_sweep
1786611707.062175,slow_sweep
1786611707.151633,slow_sweep
1786611707.237674,slow_sweep
1786611707.339890,slow_sweep
1786611707.432266,slow_sweep
1786611707.521454,slow_sweep
1786611707.610274,slow_sweep
1786611707.696371,slow_sweep
1786611707.787783,slow_sweep
1786611707.877882,slow_sweep
1786611707.967268,slow_sweep
1786611708.055630,slow_sweep
1786611708.144670,slow_sweep
1786611708.233847,slow_sweep
1786611708.322290,slow_sweep
1786611708.412045,slow_sweep
1786611708.502370,slow_sweep
1786611708.593330,slow_sweep
1786611708.683483,slow_sweep
1786611708.761228,slow_sweep
1786611708.851668,slow_sweep
1786611708.943110,slow_sweep
1786611709.033998,slow_sweep
1786611709.121704,slow_sweep
1786611709.211203,slow_sweep
1786611709.303728,slow_sweep
1786611709.394625,slow_sweep
1786611709.497619,slow_sweep
1786611709.588587,slow_sweep
1786611709.678221,slow_sweep
1786611709.766542,slow_sweep
1786611709.856136,slow_sweep
1786611709.957853,slow_sweep
1786611710.048671,slow_sweep
1786611710.138936,slow_sweep
1786611710.239825,slow_sweep
1786611710.330719,slow_sweep
1786611710.419342,slow_sweep
1786611710.510886,slow_sweep
1786611710.600411,slow_sweep
1786611710.700330,slow_sweep
1786611710.790598,slow_sweep
1786611710.878939,slow_sweep
1786611710.970318,slow_sweep
1786611711.059008,slow_sweep
1786611711.145915,slow_sweep
1786611711.235002,slow_sweep
1786611711.324202,slow_sweep
1786611711.412365,slow_sweep
1786611711.503467,slow_sweep
1786611711.595382,slow_sweep
1786611711.682737,slow_sweep
1786611711.772264,slow_sweep
1786611711.860678,slow_sweep
1786611711.953597,slow_sweep
1786611712.032153,slow_sweep
1786611712.120862,slow_sweep
1786611712.211426,slow_sweep
1786611712.287993,slow_sweep
1786611712.377477,slow_sweep
1786611712.452425,slow_sweep
1786611712.544667,slow_sweep
1786611712.636492,slow_sweep
1786611712.715441,slow_sweep
1786611712.802253,slow_sweep
1786611712.880356,slow_sweep
1786611712.972634,slow_sweep
1786611713.062901,slow_sweep
1786611713.152719,slow_sweep
1786611713.229102,slow_sweep
1786611713.320755,slow_sweep
1786611713.412519,slow_sweep
1786611713.492504,slow_sweep
1786611713.578913,slow_sweep
1786611713.670337,slow_sweep
1786611713.761618,slow_sweep
1786611713.837453,slow_sweep
1786611713.925164,slow_sweep
1786611714.014795,slow_sweep
1786611714.109633,slow_sweep
1786611714.199102,slow_sweep
1786611714.287262,slow_sweep
1786611714.377677,slow_sweep
1786611714.462415,slow_sweep
1786611714.550429,slow_sweep
1786611714.641282,slow_sweep
1786611714.730806,slow_sweep
1786611714.820939,slow_sweep
1786611714.899684,slow_sweep
1786611714.991090,slow_sweep
1786611715.081191,slow_sweep
1786611715.170955,slow_sweep
1786611715.261274,slow_sweep
1786611715.338870,slow_sweep
1786611715.430025,slow_sweep
1786611715.508050,slow_sweep
1786611715.595126,slow_sweep
1786611715.676877,slow_sweep
1786611715.767476,slow_sweep
1786611715.857618,slow_sweep
1786611715.946532,slow_sweep
1786611716.024636,slow_sweep
1786611716.110576,slow_sweep
1786611716.202413,slow_sweep
1786611716.284353,slow_sweep
1786611716.374113,slow_sweep
1786611716.463176,slow_sweep
1786611716.554102,slow_sweep
1786611716.645375,slow_sweep
1786611716.736119,slow_sweep
1786611716.814611,slow_sweep
1786611716.903501,slow_sweep
1786611716.989982,slow_sweep
1786611717.079838,slow_sweep
1786611717.168377,slow_sweep
1786611717.270940,slow_sweep
1786611717.359904,slow_sweep
1786611717.451850,slow_sweep
1786611717.537790,slow_sweep
1786611717.626740,slow_sweep
1786611717.715457,slow_sweep
1786611717.801974,slow_sweep
1786611717.887409,slow_sweep
1786611717.972942,slow_sweep
1786611718.063811,slow_sweep
1786611718.144617,slow_sweep
1786611718.233239,slow_sweep
1786611718.309290,slow_sweep
1786611718.398637,slow_sweep
1786611718.487635,slow_sweep
1786611718.578521,slow_sweep
1786611718.657455,slow_sweep
1786611718.748650,slow_sweep
1786611718.828611,slow_sweep
1786611718.918638,slow_sweep
1786611719.008500,slow_sweep
1786611719.100132,slow_sweep
1786611719.177884,slow_sweep
1786611719.253502,slow_sweep
1786611719.343666,slow_sweep
1786611719.423336,slow_sweep
1786611719.513685,slow_sweep
1786611719.591532,slow_sweep
1786611719.681772,slow_sweep
1786611719.772112,slow_sweep
1786611719.860118,slow_sweep
1786611719.939116,slow_sweep
1786611720.031155,slow_sweep
1786611720.120838,slow_sweep
1786611720.208597,slow_sweep
1786611720.294725,slow_sweep
1786611720.378441,slow_sweep
1786611720.466143,slow_sweep
1786611720.555374,slow_sweep
1786611720.647770,slow_sweep
1786611720.739961,slow_sweep
1786611720.828365,slow_sweep
1786611720.919811,slow_sweep
1786611720.998871,slow_sweep
1786611721.090254,slow_sweep
1786611721.181051,slow_sweep
1786611721.258029,slow_sweep
1786611721.348624,slow_sweep
1786611721.426718,slow_sweep
1786611721.521140,slow_sweep
1786611721.600674,slow_sweep
1786611721.690945,slow_sweep
1786611721.777039,slow_sweep
1786611721.869725,slow_sweep
1786611721.947663,slow_sweep
1786611722.036748,slow_sweep
1786611722.127450,slow_sweep
1786611722.207245,slow_sweep
1786611722.296596,slow_sweep
1786611722.384378,slow_sweep
1786611722.475015,slow_sweep
1786611722.563173,slow_sweep
1786611722.654745,slow_sweep
1786611722.744045,slow_sweep
1786611722.824725,slow_sweep
1786611722.915213,slow_sweep
1786611723.007296,slow_sweep
1786611723.096638,slow_sweep
1786611723.186981,slow_sweep
1786611723.273731,slow_sweep
1786611723.363673,slow_sweep
1786611723.453119,slow_sweep
1786611723.551318,slow_sweep
1786611723.643886,slow_sweep
1786611723.733105,slow_sweep
1786611723.820635,slow_sweep
1786611723.910306,slow_sweep
1786611723.989208,slow_sweep
1786611724.075750,slow_sweep
1786611724.153284,slow_sweep
1786611724.243583,slow_sweep
1786611724.334648,slow_sweep
1786611724.425137,slow_sweep
1786611724.505118,slow_sweep
1786611724.583151,slow_sweep
1786611724.673113,slow_sweep
1786611724.751051,slow_sweep
1786611724.838225,slow_sweep
1786611724.916258,slow_sweep
1786611725.007534,slow_sweep
1786611725.086204,slow_sweep
1786611725.177523,slow_sweep
1786611725.268824,slow_sweep
1786611725.347669,slow_sweep
1786611725.434359,slow_sweep
1786611725.526023,slow_sweep
1786611725.618142,slow_sweep
1786611725.697188,slow_sweep
1786611725.787088,slow_sweep
1786611725.879135,slow_sweep
1786611731.191698,quick_points
1786611731.267015,quick_points
1786611731.369474,quick_points
1786611731.446644,quick_points
1786611731.546830,quick_points
1786611731.636960,quick_points
1786611731.723819,quick_points
1786611731.812109,quick_points
1786611731.900636,quick_points
1786611731.983199,quick_points
1786611732.074660,quick_points
1786611732.162319,quick_points
1786611732.250231,quick_points
1786611732.339213,quick_points
1786611732.432009,quick_points
1786611732.518899,quick_points
1786611732.610656,quick_points
1786611732.696583,quick_points
1786611732.781409,quick_points
1786611732.868372,quick_points
1786611732.959283,quick_points
1786611733.050422,quick_points
1786611733.129698,quick_points
1786611733.216545,quick_points
1786611733.306099,quick_points
1786611733.397527,quick_points
1786611733.486926,quick_points
1786611733.577266,quick_points
1786611733.655958,quick_points
1786611733.744970,quick_points
1786611733.835908,quick_points
1786611733.924048,quick_points
1786611734.013513,quick_points
1786611734.114723,quick_points
1786611734.205376,quick_points
1786611734.297273,quick_points
1786611734.396317,quick_points
1786611734.485481,quick_points
1786611734.587957,quick_points
1786611734.678255,quick_points
1786611734.754986,quick_points
1786611734.844851,quick_points
1786611734.935910,quick_points
1786611735.022921,quick_points
1786611735.110057,quick_points
1786611735.188249,quick_points
1786611735.278528,quick_points
1786611735.356754,quick_points
1786611735.449993,quick_points
1786611735.528625,quick_points
1786611735.617877,quick_points
1786611735.709229,quick_points
1786611735.799950,quick_points
1786611735.887941,quick_points
1786611735.977268,quick_points
1786611736.065881,quick_points
1786611736.157752,quick_points
1786611736.246545,quick_points
1786611736.337108,quick_points
1786611736.427923,quick_points
1786611736.519503,quick_points
1786611736.621728,quick_points
1786611736.697618,quick_points
1786611736.786215,quick_points
1786611736.860719,quick_points
1786611736.935135,quick_points
1786611737.018970,quick_points
1786611737.107818,quick_points
1786611737.195461,quick_points
1786611737.274297,quick_points
1786611737.364888,quick_points
1786611737.455506,quick_points
1786611737.533788,quick_points
1786611737.623623,quick_points
1786611737.713323,quick_points
1786611737.803561,quick_points
1786611737.893003,quick_points
1786611737.982682,quick_points
1786611738.074867,quick_points
1786611738.153592,quick_points
1786611738.252038,quick_points
1786611738.342453,quick_points
1786611738.421675,quick_points
1786611738.510331,quick_points
1786611738.589836,quick_points
1786611738.680677,quick_points
1786611738.760300,quick_points
1786611738.851489,quick_points
1786611738.942177,quick_points
1786611739.033856,quick_points
1786611739.122079,quick_points
1786611739.202680,quick_points
1786611739.292383,quick_points
1786611739.381349,quick_points
1786611739.472086,quick_points
1786611739.560471,quick_points
1786611739.646099,quick_points
1786611739.734753,quick_points
1786611739.827181,quick_points
1786611739.905645,quick_points
1786611739.995145,quick_points
1786611740.088414,quick_points
1786611740.175768,quick_points
1786611740.263766,quick_points
1786611740.342618,quick_points
1786611740.434456,quick_points
1786611740.525098,quick_points
1786611740.613716,quick_points
1786611740.714288,quick_points
1786611740.807302,quick_points
1786611740.898047,quick_points
1786611741.000833,quick_points
1786611741.090526,quick_points
1786611741.192339,quick_points
1786611741.281980,quick_points
1786611741.382468,quick_points
1786611741.472582,quick_points
1786611741.557374,quick_points
1786611741.644476,quick_points
1786611741.732093,quick_points
1786611741.823083,quick_points
1786611741.903434,quick_points
1786611741.995708,quick_points
1786611742.088006,quick_points
1786611742.167943,quick_points
1786611742.256317,quick_points
1786611742.346409,quick_points
1786611742.434122,quick_points
1786611742.520884,quick_points
1786611742.609949,quick_points
1786611742.696392,quick_points
1786611742.787240,quick_points
1786611742.877971,quick_points
1786611742.969125,quick_points
1786611743.057994,quick_points
1786611743.138398,quick_points
1786611743.217754,quick_points
1786611743.307469,quick_points
1786611743.387291,quick_points
1786611743.479165,quick_points
1786611743.558749,quick_points
1786611743.646663,quick_points
1786611743.736970,quick_points
1786611743.818592,quick_points
1786611743.907458,quick_points
1786611744.010736,quick_points
1786611744.085507,quick_points
1786611744.177058,quick_points
1786611744.266423,quick_points
1786611744.357008,quick_points
1786611744.445255,quick_points
1786611744.522981,quick_points
1786611744.610886,quick_points
1786611744.691262,quick_points
1786611744.779678,quick_points
1786611744.861124,quick_points
1786611744.952038,quick_points
1786611745.038271,quick_points
1786611745.128238,quick_points
1786611745.219435,quick_points
1786611745.310300,quick_points
1786611745.398212,quick_points
1786611745.487729,quick_points
1786611745.566400,quick_points
1786611745.658315,quick_points
1786611745.745656,quick_points
1786611745.834950,quick_points
1786611745.924166,quick_points
1786611746.014239,quick_points
1786611746.096050,quick_points
1786611746.185455,quick_points
1786611746.274527,quick_points
1786611746.366886,quick_points
1786611746.447183,quick_points
1786611746.538741,quick_points
1786611746.629179,quick_points
1786611746.721276,quick_points
1786611746.811480,quick_points
1786611746.913911,quick_points
1786611747.003411,quick_points
1786611747.092329,quick_points
1786611747.182332,quick_points
1786611747.272586,quick_points
1786611747.375284,quick_points
1786611747.455848,quick_points
1786611747.541637,quick_points
1786611747.624836,quick_points
1786611747.712871,quick_points
1786611747.791279,quick_points
1786611747.881300,quick_points
1786611747.971813,quick_points
1786611748.048745,quick_points
1786611748.140930,quick_points
1786611748.231653,quick_points
1786611748.317701,quick_points
1786611748.394423,quick_points
1786611748.483207,quick_points
1786611748.570038,quick_points
1786611748.659703,quick_points
1786611748.749384,quick_points
1786611748.827091,quick_points
1786611748.915554,quick_points
1786611749.003105,quick_points
1786611749.081307,quick_points
1786611749.161870,quick_points
1786611749.240989,quick_points
1786611749.329703,quick_points
1786611749.420936,quick_points
1786611749.500098,quick_points
1786611749.587406,quick_points
1786611749.677274,quick_points
1786611749.769819,quick_points
1786611749.858880,quick_points
1786611749.948859,quick_points
1786611750.040391,quick_points
1786611750.127162,quick_points
1786611750.205023,quick_points
1786611750.283003,quick_points
1786611750.368140,quick_points
1786611750.458198,quick_points
1786611750.535122,quick_points
1786611750.622391,quick_points
1786611750.713425,quick_points
1786611750.793131,quick_points
1786611750.879952,quick_points
1786611750.971594,quick_points
1786611751.059059,quick_points
1786611751.150703,quick_points
1786611756.451159,ellipse
1786611756.541645,ellipse
1786611756.621984,ellipse
1786611756.711352,ellipse
1786611756.802042,ellipse
1786611756.889791,ellipse
1786611756.976094,ellipse
1786611757.056796,ellipse
1786611757.148506,ellipse
1786611757.238668,ellipse
1786611757.329335,ellipse
1786611757.404818,ellipse
1786611757.494896,ellipse
1786611757.585621,ellipse
1786611757.675920,ellipse
1786611757.764153,ellipse
1786611757.855258,ellipse
1786611757.943950,ellipse
1786611758.033106,ellipse
1786611758.124676,ellipse
1786611758.212277,ellipse
1786611758.297326,ellipse
1786611758.384670,ellipse
1786611758.475791,ellipse
1786611758.561723,ellipse
1786611758.651883,ellipse
1786611758.725718,ellipse
1786611758.816266,ellipse
1786611758.907416,ellipse
1786611758.988807,ellipse
1786611759.077448,ellipse
1786611759.166971,ellipse
1786611759.244788,ellipse
1786611759.336597,ellipse
1786611759.415977,ellipse
1786611759.502098,ellipse
1786611759.592200,ellipse
1786611759.670615,ellipse
1786611759.757813,ellipse
1786611759.849354,ellipse
1786611759.938204,ellipse
1786611760.014236,ellipse
1786611760.087176,ellipse
1786611760.176682,ellipse
1786611760.255932,ellipse
1786611760.334327,ellipse
1786611760.412892,ellipse
1786611760.495659,ellipse
1786611760.562861,ellipse
1786611760.642903,ellipse
1786611760.718732,ellipse
1786611760.809172,ellipse
1786611760.874112,ellipse
1786611760.951208,ellipse
1786611761.031659,ellipse
1786611761.110647,ellipse
1786611761.190641,ellipse
1786611761.269176,ellipse
1786611761.359495,ellipse
1786611761.438221,ellipse
1786611761.530922,ellipse
1786611761.609743,ellipse
1786611761.700325,ellipse
1786611761.790557,ellipse
1786611761.870807,ellipse
1786611761.962076,ellipse
1786611762.053976,ellipse
1786611762.130894,ellipse
1786611762.224111,ellipse
1786611762.302913,ellipse
1786611762.390751,ellipse
1786611762.483152,ellipse
1786611762.575021,ellipse
1786611762.665098,ellipse
1786611762.752524,ellipse
1786611762.838997,ellipse
1786611762.931463,ellipse
1786611763.021862,ellipse
1786611763.111548,ellipse
1786611763.189929,ellipse
1786611763.286349,ellipse
1786611763.376729,ellipse
1786611763.468242,ellipse
1786611763.557597,ellipse
1786611763.638803,ellipse
1786611763.727766,ellipse
1786611763.813207,ellipse
1786611763.903999,ellipse
1786611763.981036,ellipse
1786611764.056037,ellipse
1786611764.133128,ellipse
1786611764.223724,ellipse
1786611764.302758,ellipse
1786611764.380911,ellipse
1786611764.460757,ellipse
1786611764.540680,ellipse
1786611764.621559,ellipse
1786611764.700730,ellipse
1786611764.779161,ellipse
1786611764.871294,ellipse
1786611764.948144,ellipse
1786611765.039807,ellipse
1786611765.116769,ellipse
1786611765.206767,ellipse
1786611765.298212,ellipse
1786611765.377110,ellipse
1786611765.467232,ellipse
1786611765.556526,ellipse
1786611765.638555,ellipse
1786611765.728353,ellipse
1786611765.818529,ellipse
1786611765.920862,ellipse
1786611766.000683,ellipse
1786611766.091346,ellipse
1786611766.181389,ellipse
1786611766.270880,ellipse
1786611766.360090,ellipse
1786611766.462127,ellipse
1786611766.552329,ellipse
1786611766.642955,ellipse
1786611766.731249,ellipse
1786611766.810059,ellipse
1786611766.899818,ellipse
1786611766.989539,ellipse
1786611767.079631,ellipse
1786611767.170831,ellipse
1786611767.261626,ellipse
1786611767.350449,ellipse
1786611767.441230,ellipse
1786611767.520425,ellipse
1786611767.597949,ellipse
1786611767.678533,ellipse
1786611767.756475,ellipse
1786611767.837934,ellipse
1786611767.929607,ellipse
1786611768.010923,ellipse
1786611768.088514,ellipse
1786611768.170511,ellipse
1786611768.249381,ellipse
1786611768.328819,ellipse
1786611768.406877,ellipse
1786611768.496123,ellipse
1786611768.574354,ellipse
1786611768.663039,ellipse
1786611768.751843,ellipse
1786611768.832764,ellipse
1786611768.924379,ellipse
1786611769.015473,ellipse
1786611769.093746,ellipse
1786611769.185640,ellipse
1786611769.276963,ellipse
1786611769.365803,ellipse
1786611769.452105,ellipse
1786611769.544669,ellipse
1786611769.637794,ellipse
1786611769.730268,ellipse
1786611769.820612,ellipse
1786611769.921536,ellipse
1786611770.012598,ellipse
1786611770.092031,ellipse
1786611770.182589,ellipse
1786611770.271564,ellipse
1786611770.361309,ellipse
1786611770.450629,ellipse
1786611770.541325,ellipse
1786611770.632529,ellipse
1786611770.721541,ellipse
1786611770.811581,ellipse
1786611770.890759,ellipse
1786611770.978950,ellipse
1786611771.071782,ellipse
1786611771.146963,ellipse
1786611771.224583,ellipse
1786611771.301982,ellipse
1786611771.393362,ellipse
1786611771.473801,ellipse
1786611771.553891,ellipse
1786611771.635189,ellipse
1786611771.713585,ellipse
1786611771.794283,ellipse
1786611771.885415,ellipse
1786611771.964421,ellipse
1786611772.044238,ellipse
1786611772.122994,ellipse
1786611772.214044,ellipse
1786611772.293321,ellipse
1786611772.383949,ellipse
1786611772.468708,ellipse
1786611772.549941,ellipse
1786611772.640617,ellipse
1786611772.732238,ellipse
1786611772.809877,ellipse
1786611772.898694,ellipse
1786611772.989093,ellipse
1786611773.081304,ellipse
1786611773.171929,ellipse
1786611773.261970,ellipse
1786611773.339130,ellipse
1786611773.441883,ellipse
1786611773.532808,ellipse
1786611773.621598,ellipse
1786611773.711965,ellipse
1786611773.801242,ellipse
1786611773.891436,ellipse
1786611773.981476,ellipse
1786611774.072519,ellipse
1786611774.162382,ellipse
1786611774.252660,ellipse
1786611774.340334,ellipse
1786611774.431719,ellipse
1786611774.511456,ellipse
1786611774.600251,ellipse
1786611774.688743,ellipse
1786611774.778434,ellipse
1786611774.866471,ellipse
1786611774.946659,ellipse
1786611775.024759,ellipse
1786611775.104229,ellipse
1786611775.182533,ellipse
1786611775.261239,ellipse
1786611775.339261,ellipse
1786611775.406392,ellipse
1786611775.486209,ellipse
1786611775.562048,ellipse
1786611775.642463,ellipse
1786611775.723238,ellipse
1786611775.814219,ellipse
1786611775.893289,ellipse
1786611775.972849,ellipse
1786611776.059828,ellipse
1786611776.144637,ellipse
1786611776.233784,ellipse
1786611776.324764,ellipse
1786611781.615468,fwd_back
1786611781.707668,fwd_back
1786611781.799376,fwd_back
1786611781.882983,fwd_back
1786611781.982430,fwd_back
1786611782.061392,fwd_back
1786611782.149774,fwd_back
1786611782.240918,fwd_back
1786611782.333656,fwd_back
1786611782.423361,fwd_back
1786611782.514814,fwd_back
1786611782.603604,fwd_back
1786611782.691934,fwd_back
1786611782.779419,fwd_back
