t_wallclock,action
1786611282.701844,quick_points
1786611282.797023,quick_points
1786611282.891279,quick_points
1786611282.976669,quick_points
1786611283.063330,quick_points
1786611283.142761,quick_points
1786611283.223087,quick_points
1786611283.314146,quick_points
1786611283.406959,quick_points
1786611283.495197,quick_points
1786611283.584597,quick_points
1786611283.673790,quick_points
1786611283.762990,quick_points
1786611283.854424,quick_points
1786611283.931724,quick_points
1786611284.020278,quick_points
1786611284.109300,quick_points
1786611284.190017,quick_points
1786611284.279333,quick_points
1786611284.368504,quick_points
1786611284.448319,quick_points
1786611284.560424,quick_points
1786611284.638555,quick_points
1786611284.727810,quick_points
1786611284.807332,quick_points
1786611284.881589,quick_points
1786611284.970117,quick_points
1786611285.059324,quick_points
1786611285.147167,quick_points
1786611285.233668,quick_points
1786611285.312099,quick_points
1786611285.399458,quick_points
1786611285.491689,quick_points
1786611285.564331,quick_points
1786611285.652240,quick_points
1786611285.743341,quick_points
1786611285.829887,quick_points
1786611285.920040,quick_points
1786611285.997760,quick_points
1786611286.086334,quick_points
1786611286.176343,quick_points
1786611286.266224,quick_points
1786611286.340949,quick_points
1786611286.432756,quick_points
1786611286.523832,quick_points
1786611286.609620,quick_points
1786611286.696306,quick_points
1786611286.773162,quick_points
1786611286.863978,quick_points
1786611286.943171,quick_points
1786611287.020923,quick_points
1786611287.111587,quick_points
1786611287.191100,quick_points
1786611287.282187,quick_points
1786611287.374766,quick_points
1786611287.454824,quick_points
1786611287.544537,quick_points
1786611287.635774,quick_points
1786611287.724239,quick_points
1786611287.815667,quick_points
1786611287.907824,quick_points
1786611287.994760,quick_points
1786611288.074366,quick_points
1786611288.179154,quick_points
1786611288.258304,quick_points
1786611288.343896,quick_points
1786611288.433144,quick_points
1786611288.509829,quick_points
1786611288.599467,quick_points
1786611288.691323,quick_points
1786611288.780954,quick_points
1786611288.870762,quick_points
1786611288.960244,quick_points
1786611289.053205,quick_points
1786611289.145946,quick_points
1786611289.231838,quick_points
1786611290.012474,quick_points
1786611290.113198,quick_points
1786611290.208015,quick_points
1786611290.323416,quick_points
1786611290.438311,quick_points
1786611290.559722,quick_points
1786611290.651252,quick_points
1786611290.746915,quick_points
1786611290.835462,quick_points
1786611290.934616,quick_points
1786611291.023982,quick_points
1786611291.139311,quick_points
1786611291.218812,quick_points
1786611291.307871,quick_points
1786611296.618488,ellipse
1786611296.695995,ellipse
1786611296.782885,ellipse
1786611296.862237,ellipse
1786611296.951467,ellipse
1786611297.026734,ellipse
1786611297.115432,ellipse
1786611297.193015,ellipse
1786611297.272689,ellipse
1786611297.365636,ellipse
1786611297.453846,ellipse
1786611297.544651,ellipse
1786611297.634683,ellipse
1786611297.723629,ellipse
1786611297.815455,ellipse
1786611297.903527,ellipse
1786611297.981377,ellipse
1786611298.074180,ellipse
1786611298.164112,ellipse
1786611298.256632,ellipse
1786611298.348539,ellipse
1786611298.435798,ellipse
1786611298.509582,ellipse
1786611298.599213,ellipse
1786611298.689547,ellipse
1786611298.778676,ellipse
1786611298.867998,ellipse
1786611298.959505,ellipse
1786611299.038144,ellipse
1786611299.126729,ellipse
1786611299.216830,ellipse
1786611299.295109,ellipse
1786611299.373159,ellipse
1786611299.453546,ellipse
1786611299.534356,ellipse
1786611299.614521,ellipse
1786611299.705617,ellipse
1786611299.781869,ellipse
1786611299.860019,ellipse
1786611299.937662,ellipse
1786611300.017396,ellipse
1786611300.104979,ellipse
1786611300.179579,ellipse
1786611300.253434,ellipse
1786611300.328050,ellipse
1786611300.418975,ellipse
1786611300.507105,ellipse
1786611300.586519,ellipse
1786611300.677707,ellipse
1786611300.769009,ellipse
1786611300.857442,ellipse
1786611300.949057,ellipse
1786611301.038390,ellipse
1786611301.127188,ellipse
1786611301.213898,ellipse
1786611301.294612,ellipse
1786611301.387132,ellipse
1786611301.466191,ellipse
1786611301.555078,ellipse
1786611301.635489,ellipse
1786611301.727209,ellipse
1786611301.818920,ellipse
1786611301.909085,ellipse
1786611302.003364,ellipse
1786611302.092993,ellipse
1786611302.171952,ellipse
1786611302.263795,ellipse
1786611302.352521,ellipse
1786611302.440828,ellipse
1786611302.532078,ellipse
1786611302.623923,ellipse
1786611302.708211,ellipse
1786611302.798491,ellipse
1786611302.886362,ellipse
1786611302.975545,ellipse
1786611303.048496,ellipse
1786611303.125938,ellipse
1786611303.216525,ellipse
1786611303.291521,ellipse
1786611303.373294,ellipse
1786611303.452651,ellipse
1786611303.532764,ellipse
1786611303.608829,ellipse
1786611303.698019,ellipse
1786611303.777495,ellipse
1786611303.855507,ellipse
1786611303.932929,ellipse
1786611304.013053,ellipse
1786611304.102630,ellipse
1786611304.178559,ellipse
1786611304.257659,ellipse
1786611304.347689,ellipse
1786611304.426839,ellipse
1786611304.518462,ellipse
1786611304.593831,ellipse
1786611304.681835,ellipse
1786611304.771445,ellipse
1786611304.849704,ellipse
1786611304.937345,ellipse
1786611305.027793,ellipse
1786611305.113164,ellipse
1786611305.203920,ellipse
1786611305.294895,ellipse
1786611305.374206,ellipse
1786611305.462998,ellipse
1786611305.553676,ellipse
1786611305.642752,ellipse
1786611305.733807,ellipse
1786611305.824402,ellipse
1786611305.902890,ellipse
1786611305.990671,ellipse
1786611306.080620,ellipse
1786611306.171139,ellipse
1786611306.261606,ellipse
1786611306.352312,ellipse
1786611306.441638,ellipse
1786611306.531077,ellipse
1786611306.624200,ellipse
1786611306.700843,ellipse
1786611306.790375,ellipse
1786611306.880383,ellipse
1786611306.978123,ellipse
1786611307.055800,ellipse
1786611307.144308,ellipse
1786611307.222519,ellipse
1786611307.302595,ellipse
1786611307.382585,ellipse
1786611307.460482,ellipse
1786611307.538648,ellipse
1786611307.615997,ellipse
1786611307.697345,ellipse
1786611307.774564,ellipse
1786611307.850639,ellipse
1786611307.920139,ellipse
1786611307.999672,ellipse
1786611308.079272,ellipse
1786611308.165710,ellipse
1786611308.245060,ellipse
1786611308.324459,ellipse
1786611308.415659,ellipse
1786611308.506672,ellipse
1786611308.587943,ellipse
1786611308.676300,ellipse
1786611308.765824,ellipse
1786611308.855797,ellipse
1786611308.943963,ellipse
1786611309.034923,ellipse
1786611309.121562,ellipse
1786611309.210182,ellipse
1786611309.289187,ellipse
1786611309.376724,ellipse
1786611309.466252,ellipse
1786611309.546291,ellipse
1786611309.635482,ellipse
1786611309.725310,ellipse
1786611309.816160,ellipse
1786611309.903353,ellipse
1786611309.994168,ellipse
1786611310.085119,ellipse
1786611310.172737,ellipse
1786611310.263718,ellipse
1786611310.349465,ellipse
1786611310.425864,ellipse
1786611310.529748,ellipse
1786611310.610729,ellipse
1786611310.699266,ellipse
1786611310.774583,ellipse
1786611310.855303,ellipse
1786611310.934423,ellipse
1786611311.014975,ellipse
1786611311.090797,ellipse
1786611311.171856,ellipse
1786611311.251100,ellipse
1786611311.330870,ellipse
1786611311.407172,ellipse
1786611311.484194,ellipse
1786611311.558647,ellipse
1786611311.638398,ellipse
1786611311.717972,ellipse
1786611311.797867,ellipse
1786611311.889344,ellipse
1786611311.976717,ellipse
1786611312.065780,ellipse
1786611312.154823,ellipse
1786611312.232895,ellipse
1786611312.324175,ellipse
1786611312.413989,ellipse
1786611312.504443,ellipse
1786611312.594998,ellipse
1786611312.672144,ellipse
1786611312.760454,ellipse
1786611312.850599,ellipse
1786611312.927188,ellipse
1786611313.029122,ellipse
1786611313.108392,ellipse
1786611313.208971,ellipse
1786611313.295558,ellipse
1786611313.384374,ellipse
1786611313.476694,ellipse
1786611313.568108,ellipse
1786611313.655982,ellipse
1786611313.737810,ellipse
1786611313.829694,ellipse
1786611313.919632,ellipse
1786611314.008448,ellipse
1786611314.095733,ellipse
1786611314.181854,ellipse
1786611314.273470,ellipse
1786611314.363663,ellipse
1786611314.454880,ellipse
1786611314.535926,ellipse
1786611314.612501,ellipse
1786611314.691297,ellipse
1786611314.770196,ellipse
1786611314.850594,ellipse
1786611314.926215,ellipse
1786611315.003785,ellipse
1786611315.083281,ellipse
1786611315.159948,ellipse
1786611315.251095,ellipse
1786611315.329478,ellipse
1786611315.419616,ellipse
1786611315.499070,ellipse
1786611315.589006,ellipse
1786611315.667481,ellipse
1786611315.758010,ellipse
1786611315.849287,ellipse
1786611315.926172,ellipse
1786611316.012221,ellipse
1786611316.099923,ellipse
1786611316.185634,ellipse
1786611316.262723,ellipse
1786611316.351999,ellipse
1786611316.444035,ellipse
1786611316.532772,ellipse
1786611321.833177,fwd_back
1786611321.924345,fwd_back
1786611322.013907,fwd_back
1786611322.091920,fwd_back
1786611322.182629,fwd_back
1786611322.273505,fwd_back
1786611322.361553,fwd_back
1786611322.451222,fwd_back
1786611322.538765,fwd_back
1786611322.630751,fwd_back
1786611322.721328,fwd_back
1786611322.807999,fwd_back
1786611322.897529,fwd_back
1786611322.985738,fwd_back
1786611323.072525,fwd_back
1786611323.162784,fwd_back
1786611323.252090,fwd_back
1786611323.342295,fwd_back
1786611323.433460,fwd_back
1786611323.523049,fwd_back
1786611323.612849,fwd_back
1786611323.699719,fwd_back
1786611323.786512,fwd_back
1786611323.874936,fwd_back
1786611323.952943,fwd_back
1786611324.045401,fwd_back
1786611324.132564,fwd_back
1786611324.223664,fwd_back
1786611324.313422,fwd_back
1786611324.405834,fwd_back
1786611324.497011,fwd_back
1786611324.586518,fwd_back
1786611324.666149,fwd_back
1786611324.756403,fwd_back
1786611324.836632,fwd_back
1786611324.916743,fwd_back
1786611325.007167,fwd_back
1786611325.085219,fwd_back
1786611325.165408,fwd_back
1786611325.251266,fwd_back
1786611325.331154,fwd_back
1786611325.419339,fwd_back
1786611325.498795,fwd_back
1786611325.576318,fwd_back
1786611325.666402,fwd_back
1786611325.746521,fwd_back
1786611325.834821,fwd_back
1786611325.913804,fwd_back
1786611325.993299,fwd_back
1786611326.083422,fwd_back
1786611326.160417,fwd_back
1786611326.236856,fwd_back
1786611326.318880,fwd_back
1786611326.395770,fwd_back
1786611326.483135,fwd_back
1786611326.558989,fwd_back
1786611326.636879,fwd_back
1786611326.727045,fwd_back
1786611326.803676,fwd_back
1786611326.882012,fwd_back
1786611326.972897,fwd_back
1786611327.050866,fwd_back
1786611327.139199,fwd_back
1786611327.230725,fwd_back
1786611327.307835,fwd_back
1786611327.400164,fwd_back
