t_wallclock,action
1786612179.972571,still_30s
1786612180.060372,still_30s
1786612180.150258,still_30s
1786612180.253161,still_30s
1786612180.326868,still_30s
1786612180.416856,still_30s
1786612180.508819,still_30s
1786612180.594965,still_30s
1786612180.684935,still_30s
1786612180.773061,still_30s
1786612180.859903,still_30s
1786612180.950499,still_30s
1786612181.040814,still_30s
1786612181.131240,still_30s
1786612181.218262,still_30s
1786612181.307731,still_30s
1786612181.394803,still_30s
1786612181.486092,still_30s
1786612181.574615,still_30s
1786612181.676895,still_30s
1786612181.754145,still_30s
1786612181.842754,still_30s
1786612181.933112,still_30s
1786612182.033673,still_30s
1786612182.110555,still_30s
1786612182.211483,still_30s
1786612182.298959,still_30s
1786612182.387074,still_30s
1786612182.465910,still_30s
1786612182.563292,still_30s
1786612182.639833,still_30s
1786612182.737528,still_30s
1786612182.816503,still_30s
1786612182.917748,still_30s
1786612182.995916,still_30s
1786612183.101596,still_30s
1786612183.190855,still_30s
1786612183.267504,still_30s
1786612183.357720,still_30s
1786612183.441517,still_30s
1786612183.541610,still_30s
1786612183.619827,still_30s
1786612183.708530,still_30s
1786612183.795029,still_30s
1786612183.882720,still_30s
1786612183.972029,still_30s
1786612184.059631,still_30s
1786612184.146240,still_30s
1786612184.235426,still_30s
1786612184.322077,still_30s
1786612184.408839,still_30s
1786612184.497671,still_30s
1786612184.587461,still_30s
1786612184.677315,still_30s
1786612184.767879,still_30s
1786612184.843499,still_30s
1786612184.945620,still_30s
1786612185.020914,still_30s
1786612185.111063,still_30s
1786612185.198877,still_30s
1786612185.297885,still_30s
1786612185.375715,still_30s
1786612185.466669,still_30s
1786612185.555864,still_30s
1786612185.652946,still_30s
1786612185.964182,still_30s
1786612186.053557,still_30s
1786612186.143575,still_30s
1786612186.243811,still_30s
1786612186.976575,still_30s
1786612187.065821,still_30s
1786612187.154872,still_30s
1786612187.257554,still_30s
1786612187.335816,still_30s
1786612187.437069,still_30s
1786612187.525226,still_30s
1786612187.614190,still_30s
1786612187.705281,still_30s
1786612187.793832,still_30s
1786612187.880420,still_30s
1786612187.968249,still_30s
1786612188.056364,still_30s
1786612188.146555,still_30s
1786612188.234700,still_30s
1786612188.324636,still_30s
1786612188.413120,still_30s
1786612188.809787,still_30s
1786612188.897718,still_30s
1786612188.988842,still_30s
1786612189.080058,still_30s
1786612189.168940,still_30s
1786612189.257726,still_30s
1786612189.358862,still_30s
1786612189.604131,still_30s
1786612194.905526,slow_sweep
1786612194.993576,slow_sweep
1786612195.096355,slow_sweep
1786612195.175454,slow_sweep
1786612195.263997,slow_sweep
1786612195.354252,slow_sweep
1786612195.442246,slow_sweep
1786612195.533914,slow_sweep
1786612195.623273,slow_sweep
1786612195.712511,slow_sweep
1786612195.802891,slow_sweep
1786612195.891045,slow_sweep
1786612195.982177,slow_sweep
1786612196.072007,slow_sweep
1786612196.159601,slow_sweep
1786612196.249102,slow_sweep
1786612196.337095,slow_sweep
1786612196.426141,slow_sweep
1786612196.514675,slow_sweep
1786612196.607385,slow_sweep
1786612196.695859,slow_sweep
1786612196.786314,slow_sweep
1786612196.866758,slow_sweep
1786612196.958540,slow_sweep
1786612197.045259,slow_sweep
1786612197.133819,slow_sweep
1786612197.221772,slow_sweep
1786612197.312925,slow_sweep
1786612197.402306,slow_sweep
1786612197.494096,slow_sweep
1786612197.585824,slow_sweep
1786612197.676729,slow_sweep
1786612197.767535,slow_sweep
1786612197.856733,slow_sweep
1786612197.946743,slow_sweep
1786612198.033880,slow_sweep
1786612198.123529,slow_sweep
1786612198.213791,slow_sweep
1786612198.302210,slow_sweep
1786612198.390457,slow_sweep
1786612198.477441,slow_sweep
1786612198.565134,slow_sweep
1786612198.667183,slow_sweep
1786612198.756517,slow_sweep
1786612198.845487,slow_sweep
1786612198.935714,slow_sweep
1786612199.025509,slow_sweep
1786612199.127375,slow_sweep
1786612199.218518,slow_sweep
1786612199.306663,slow_sweep
1786612199.396009,slow_sweep
1786612199.487147,slow_sweep
1786612199.575424,slow_sweep
1786612199.664715,slow_sweep
1786612199.754709,slow_sweep
1786612199.842612,slow_sweep
1786612199.934309,slow_sweep
1786612200.007502,slow_sweep
1786612200.096071,slow_sweep
1786612200.171521,slow_sweep
1786612200.261037,slow_sweep
1786612200.346321,slow_sweep
1786612200.433574,slow_sweep
1786612200.525815,slow_sweep
1786612200.616429,slow_sweep
1786612200.693928,slow_sweep
1786612200.783629,slow_sweep
1786612200.873756,slow_sweep
1786612200.950953,slow_sweep
1786612201.040452,slow_sweep
1786612201.128371,slow_sweep
1786612201.214928,slow_sweep
1786612201.290876,slow_sweep
1786612201.380106,slow_sweep
1786612201.470507,slow_sweep
1786612201.547970,slow_sweep
1786612201.638994,slow_sweep
1786612201.729816,slow_sweep
1786612201.808050,slow_sweep
1786612201.900064,slow_sweep
1786612201.990908,slow_sweep
1786612202.095568,slow_sweep
1786612202.174183,slow_sweep
1786612202.262188,slow_sweep
1786612202.351114,slow_sweep
1786612202.441251,slow_sweep
1786612202.530802,slow_sweep
1786612202.621396,slow_sweep
1786612202.699937,slow_sweep
1786612202.789383,slow_sweep
1786612202.888815,slow_sweep
1786612202.969587,slow_sweep
1786612203.058748,slow_sweep
1786612203.146986,slow_sweep
1786612203.226140,slow_sweep
1786612203.311279,slow_sweep
1786612203.389006,slow_sweep
1786612203.480835,slow_sweep
1786612203.558145,slow_sweep
1786612203.649468,slow_sweep
1786612203.723073,slow_sweep
1786612203.814712,slow_sweep
1786612203.891723,slow_sweep
1786612203.979782,slow_sweep
1786612204.068247,slow_sweep
1786612204.158210,slow_sweep
1786612204.230983,slow_sweep
1786612204.319279,slow_sweep
1786612204.409603,slow_sweep
1786612204.496081,slow_sweep
1786612204.586402,slow_sweep
1786612204.676967,slow_sweep
1786612204.766601,slow_sweep
1786612204.853172,slow_sweep
1786612204.942927,slow_sweep
1786612205.033104,slow_sweep
1786612205.129525,slow_sweep
1786612205.220018,slow_sweep
1786612205.309689,slow_sweep
1786612205.398284,slow_sweep
1786612205.489309,slow_sweep
1786612205.589616,slow_sweep
1786612205.679635,slow_sweep
1786612205.769430,slow_sweep
1786612205.863611,slow_sweep
1786612205.952508,slow_sweep
1786612206.031873,slow_sweep
1786612206.126321,slow_sweep
1786612206.203097,slow_sweep
1786612206.293508,slow_sweep
1786612206.372817,slow_sweep
1786612206.464949,slow_sweep
1786612206.552042,slow_sweep
1786612206.629927,slow_sweep
1786612206.709522,slow_sweep
1786612206.793264,slow_sweep
1786612206.866020,slow_sweep
1786612206.956793,slow_sweep
1786612207.036170,slow_sweep
1786612207.124683,slow_sweep
1786612207.205688,slow_sweep
1786612207.290275,slow_sweep
1786612207.368672,slow_sweep
1786612207.458398,slow_sweep
1786612207.551253,slow_sweep
1786612207.628382,slow_sweep
1786612207.731188,slow_sweep
1786612207.821490,slow_sweep
1786612207.900702,slow_sweep
1786612207.986977,slow_sweep
1786612208.077458,slow_sweep
1786612208.166488,slow_sweep
1786612208.257057,slow_sweep
1786612208.344563,slow_sweep
1786612208.423255,slow_sweep
1786612208.513662,slow_sweep
1786612208.602957,slow_sweep
1786612208.690390,slow_sweep
1786612208.784110,slow_sweep
1786612208.875638,slow_sweep
1786612208.952518,slow_sweep
1786612209.032645,slow_sweep
1786612209.122932,slow_sweep
1786612209.201338,slow_sweep
1786612209.286914,slow_sweep
1786612209.364437,slow_sweep
1786612209.454105,slow_sweep
1786612209.546194,slow_sweep
1786612209.626068,slow_sweep
1786612209.716197,slow_sweep
1786612209.807332,slow_sweep
1786612209.896486,slow_sweep
1786612209.975184,slow_sweep
1786612210.066612,slow_sweep
1786612210.157503,slow_sweep
1786612210.246670,slow_sweep
1786612210.334595,slow_sweep
1786612210.420474,slow_sweep
1786612210.510522,slow_sweep
1786612210.597693,slow_sweep
1786612210.697197,slow_sweep
1786612210.785731,slow_sweep
1786612210.875870,slow_sweep
1786612210.966288,slow_sweep
1786612211.055033,slow_sweep
1786612211.147614,slow_sweep
1786612211.223267,slow_sweep
1786612211.309280,slow_sweep
1786612211.387638,slow_sweep
1786612211.466258,slow_sweep
1786612211.555222,slow_sweep
1786612211.633434,slow_sweep
1786612211.720885,slow_sweep
1786612211.800860,slow_sweep
1786612211.882197,slow_sweep
1786612211.972042,slow_sweep
1786612212.052781,slow_sweep
1786612212.131050,slow_sweep
1786612212.222975,slow_sweep
1786612212.301302,slow_sweep
1786612212.390260,slow_sweep
1786612212.467577,slow_sweep
1786612212.558123,slow_sweep
1786612212.649387,slow_sweep
1786612212.727062,slow_sweep
1786612212.814637,slow_sweep
1786612212.905474,slow_sweep
1786612212.994965,slow_sweep
1786612213.071144,slow_sweep
1786612213.160106,slow_sweep
1786612213.249371,slow_sweep
1786612213.325725,slow_sweep
1786612213.401199,slow_sweep
1786612213.488527,slow_sweep
1786612213.564118,slow_sweep
1786612213.654539,slow_sweep
1786612213.733661,slow_sweep
1786612213.812360,slow_sweep
1786612213.901241,slow_sweep
1786612213.978932,slow_sweep
1786612214.068629,slow_sweep
1786612214.149492,slow_sweep
1786612214.239728,slow_sweep
1786612214.332454,slow_sweep
1786612214.409631,slow_sweep
1786612214.499129,slow_sweep
1786612214.593103,slow_sweep
1786612214.683171,slow_sweep
1786612214.770413,slow_sweep
1786612220.069941,quick_points
1786612220.161389,quick_points
1786612220.263852,quick_points
1786612220.349164,quick_points
1786612220.437224,quick_points
1786612220.528352,quick_points
1786612220.621618,quick_points
1786612220.709644,quick_points
1786612220.798732,quick_points
1786612220.887851,quick_points
1786612220.976419,quick_points
1786612221.068278,quick_points
1786612221.156061,quick_points
1786612221.245035,quick_points
1786612221.334603,quick_points
1786612221.422846,quick_points
1786612221.512301,quick_points
1786612221.600322,quick_points
1786612221.687843,quick_points
1786612221.777598,quick_points
1786612221.871202,quick_points
1786612221.955456,quick_points
1786612222.043750,quick_points
1786612222.133255,quick_points
1786612222.223645,quick_points
1786612222.314670,quick_points
1786612222.403192,quick_points
1786612222.492570,quick_points
1786612222.583656,quick_points
1786612222.663879,quick_points
1786612222.753024,quick_points
1786612222.855273,quick_points
1786612222.931674,quick_points
1786612223.023810,quick_points
1786612223.100732,quick_points
1786612223.189972,quick_points
1786612223.269196,quick_points
1786612223.358266,quick_points
1786612223.446435,quick_points
1786612223.536670,quick_points
1786612223.615849,quick_points
1786612223.704813,quick_points
1786612223.807639,quick_points
1786612223.898279,quick_points
1786612223.988672,quick_points
1786612224.094499,quick_points
1786612224.184145,quick_points
1786612224.283829,quick_points
1786612224.373862,quick_points
1786612224.462731,quick_points
1786612224.562459,quick_points
1786612224.650080,quick_points
1786612224.736989,quick_points
1786612224.836622,quick_points
1786612224.927439,quick_points
1786612225.028519,quick_points
1786612225.108127,quick_points
1786612225.199114,quick_points
1786612225.278260,quick_points
1786612225.358007,quick_points
1786612225.445541,quick_points
1786612225.535281,quick_points
1786612225.620673,quick_points
1786612225.697291,quick_points
1786612225.798474,quick_points
1786612225.891151,quick_points
1786612225.974763,quick_points
1786612226.063379,quick_points
1786612226.150850,quick_points
1786612226.238266,quick_points
1786612226.317454,quick_points
1786612226.416593,quick_points
1786612226.507646,quick_points
1786612226.583458,quick_points
1786612226.673541,quick_points
1786612226.754095,quick_points
1786612226.832447,quick_points
1786612226.921790,quick_points
1786612226.999960,quick_points
1786612227.080099,quick_points
1786612227.171846,quick_points
1786612227.251901,quick_points
1786612227.342725,quick_points
1786612227.435347,quick_points
1786612227.514204,quick_points
1786612227.604141,quick_points
1786612227.694039,quick_points
1786612227.781021,quick_points
1786612227.870523,quick_points
1786612227.961552,quick_points
1786612228.051374,quick_points
1786612228.141331,quick_points
1786612228.232186,quick_points
1786612228.309840,quick_points
1786612228.400412,quick_points
1786612228.491672,quick_points
1786612228.579996,quick_points
1786612228.670563,quick_points
1786612228.759591,quick_points
1786612228.848978,quick_points
1786612228.939789,quick_points
1786612229.017856,quick_points
1786612229.107396,quick_points
1786612229.186821,quick_points
1786612229.263008,quick_points
1786612229.352529,quick_points
1786612229.432968,quick_points
1786612229.522354,quick_points
1786612229.602007,quick_points
1786612229.694456,quick_points
1786612229.783122,quick_points
1786612229.873414,quick_points
1786612229.963797,quick_points
1786612230.054002,quick_points
1786612230.142566,quick_points
1786612230.231547,quick_points
1786612230.318991,quick_points
1786612230.403132,quick_points
1786612230.491512,quick_points
1786612230.576636,quick_points
1786612230.651617,quick_points
1786612230.741857,quick_points
1786612230.833846,quick_points
1786612230.914223,quick_points
1786612231.004725,quick_points
1786612231.096444,quick_points
1786612231.184459,quick_points
1786612231.265805,quick_points
1786612231.367074,quick_points
1786612231.456203,quick_points
1786612231.544572,quick_points
1786612231.646969,quick_points
1786612231.736954,quick_points
1786612231.837816,quick_points
1786612231.926998,quick_points
1786612232.028807,quick_points
1786612232.118590,quick_points
1786612232.217684,quick_points
1786612232.308682,quick_points
1786612232.410459,quick_points
1786612232.500536,quick_points
1786612232.601147,quick_points
1786612232.688999,quick_points
1786612232.768141,quick_points
1786612232.860634,quick_points
1786612232.949010,quick_points
1786612233.027800,quick_points
1786612233.107747,quick_points
1786612233.198673,quick_points
1786612233.276920,quick_points
1786612233.364010,quick_points
1786612233.454145,quick_points
1786612233.646433,quick_points
1786612233.743096,quick_points
1786612233.831731,quick_points
1786612233.921453,quick_points
1786612233.998986,quick_points
1786612234.076163,quick_points
1786612234.168526,quick_points
1786612234.246885,quick_points
1786612234.325643,quick_points
1786612234.414374,quick_points
1786612234.492356,quick_points
1786612234.582557,quick_points
1786612234.675055,quick_points
1786612234.753582,quick_points
1786612234.845485,quick_points
1786612234.937287,quick_points
1786612235.022262,quick_points
1786612235.111817,quick_points
1786612235.200691,quick_points
1786612235.285305,quick_points
1786612235.373539,quick_points
1786612235.463012,quick_points
1786612235.542716,quick_points
1786612235.632765,quick_points
1786612235.722393,quick_points
1786612235.812222,quick_points
1786612235.900805,quick_points
1786612235.987745,quick_points
1786612236.063080,quick_points
1786612236.154869,quick_points
1786612236.255306,quick_points
1786612236.334563,quick_points
1786612236.417988,quick_points
1786612236.521282,quick_points
1786612236.599915,quick_points
1786612236.691768,quick_points
1786612236.770459,quick_points
1786612236.848127,quick_points
1786612236.939771,quick_points
1786612237.028180,quick_points
1786612237.106557,quick_points
1786612237.194033,quick_points
1786612237.277532,quick_points
1786612237.367132,quick_points
1786612237.457516,quick_points
1786612237.558576,quick_points
1786612237.634041,quick_points
1786612237.736752,quick_points
1786612237.825294,quick_points
1786612237.915581,quick_points
1786612237.991972,quick_points
1786612238.084851,quick_points
1786612238.174279,quick_points
1786612238.253410,quick_points
1786612238.341314,quick_points
1786612238.427633,quick_points
1786612238.515801,quick_points
1786612238.607063,quick_points
1786612238.696529,quick_points
1786612238.785155,quick_points
1786612238.876761,quick_points
1786612238.977317,quick_points
1786612239.068269,quick_points
1786612239.156898,quick_points
1786612239.258018,quick_points
1786612239.345356,quick_points
1786612239.444386,quick_points
1786612239.531896,quick_points
1786612239.619088,quick_points
1786612239.723581,quick_points
1786612239.809888,quick_points
1786612239.902522,quick_points
1786612239.988787,quick_points
1786612245.290519,ellipse
1786612245.379974,ellipse
1786612245.468924,ellipse
1786612245.557357,ellipse
1786612245.636740,ellipse
1786612245.727072,ellipse
1786612245.805506,ellipse
1786612245.895462,ellipse
1786612245.974216,ellipse
1786612246.066091,ellipse
1786612246.157199,ellipse
1786612246.247740,ellipse
1786612246.337741,ellipse
1786612246.426142,ellipse
1786612246.512579,ellipse
1786612246.604406,ellipse
1786612246.695871,ellipse
1786612246.774752,ellipse
1786612246.863288,ellipse
1786612246.953719,ellipse
1786612247.044800,ellipse
1786612247.133763,ellipse
1786612247.222389,ellipse
1786612247.308653,ellipse
1786612247.399279,ellipse
1786612247.489132,ellipse
1786612247.567224,ellipse
1786612247.657233,ellipse
1786612247.747406,ellipse
1786612247.838010,ellipse
1786612247.916209,ellipse
1786612248.004546,ellipse
1786612248.092777,ellipse
1786612248.183675,ellipse
1786612248.262476,ellipse
1786612248.353557,ellipse
1786612248.441570,ellipse
1786612248.531363,ellipse
1786612248.620362,ellipse
1786612248.698804,ellipse
1786612248.786298,ellipse
1786612248.864290,ellipse
1786612248.956680,ellipse
1786612249.036246,ellipse
1786612249.112348,ellipse
1786612249.191421,ellipse
1786612249.271944,ellipse
1786612249.351159,ellipse
1786612249.430756,ellipse
1786612249.498210,ellipse
1786612249.575771,ellipse
1786612249.652213,ellipse
1786612249.731648,ellipse
1786612249.812755,ellipse
1786612249.892367,ellipse
1786612249.970032,ellipse
1786612250.043262,ellipse
1786612250.122436,ellipse
1786612250.199542,ellipse
1786612250.280777,ellipse
1786612250.355329,ellipse
1786612250.433447,ellipse
1786612250.510449,ellipse
1786612250.602133,ellipse
1786612250.677988,ellipse
1786612250.766994,ellipse
1786612250.852774,ellipse
1786612250.932690,ellipse
1786612251.024773,ellipse
1786612251.114187,ellipse
1786612251.191895,ellipse
1786612251.281120,ellipse
1786612251.362853,ellipse
1786612251.452440,ellipse
1786612251.543137,ellipse
1786612251.632532,ellipse
1786612251.723764,ellipse
1786612251.814605,ellipse
1786612251.900316,ellipse
1786612251.987145,ellipse
1786612252.073402,ellipse
1786612252.164218,ellipse
1786612252.252388,ellipse
1786612252.351648,ellipse
1786612252.439113,ellipse
1786612252.527493,ellipse
1786612252.620991,ellipse
1786612252.709328,ellipse
1786612252.799105,ellipse
1786612252.891946,ellipse
1786612252.979535,ellipse
1786612253.069458,ellipse
1786612253.157996,ellipse
1786612253.236890,ellipse
1786612253.327905,ellipse
1786612253.406002,ellipse
1786612253.480333,ellipse
1786612253.559112,ellipse
1786612253.638317,ellipse
1786612253.716898,ellipse
1786612253.797078,ellipse
1786612253.872394,ellipse
1786612253.951713,ellipse
1786612254.030087,ellipse
1786612254.104447,ellipse
1786612254.185156,ellipse
1786612254.267089,ellipse
1786612254.341811,ellipse
1786612254.409025,ellipse
1786612254.488512,ellipse
1786612254.566813,ellipse
1786612254.642741,ellipse
1786612254.723408,ellipse
1786612254.815630,ellipse
1786612254.896359,ellipse
1786612254.977053,ellipse
1786612255.054764,ellipse
1786612255.141135,ellipse
1786612255.231982,ellipse
1786612255.309873,ellipse
1786612255.401209,ellipse
1786612255.486689,ellipse
1786612255.567671,ellipse
1786612255.658660,ellipse
1786612255.748659,ellipse
1786612255.828604,ellipse
1786612255.919374,ellipse
1786612255.997755,ellipse
1786612256.089719,ellipse
1786612256.177645,ellipse
1786612256.266742,ellipse
1786612256.354443,ellipse
1786612256.443899,ellipse
1786612256.532362,ellipse
1786612256.623478,ellipse
1786612256.715444,ellipse
1786612256.800593,ellipse
1786612256.880771,ellipse
1786612256.972313,ellipse
1786612257.070633,ellipse
1786612257.151421,ellipse
1786612257.241848,ellipse
1786612257.332483,ellipse
1786612257.421443,ellipse
1786612257.509992,ellipse
1786612257.599908,ellipse
1786612257.679542,ellipse
1786612257.757287,ellipse
1786612257.846131,ellipse
1786612257.924939,ellipse
1786612258.004625,ellipse
1786612258.084613,ellipse
1786612258.163070,ellipse
1786612258.232357,ellipse
1786612258.309270,ellipse
1786612258.388991,ellipse
1786612258.464263,ellipse
1786612258.543901,ellipse
1786612258.624167,ellipse
1786612258.705698,ellipse
1786612258.783057,ellipse
1786612258.861100,ellipse
1786612258.938669,ellipse
1786612259.018649,ellipse
1786612259.100793,ellipse
1786612259.179652,ellipse
1786612259.258069,ellipse
1786612259.345407,ellipse
1786612259.425068,ellipse
1786612259.515451,ellipse
1786612259.593722,ellipse
1786612259.683891,ellipse
1786612259.774215,ellipse
1786612259.853411,ellipse
1786612259.956258,ellipse
1786612260.045566,ellipse
1786612260.124867,ellipse
1786612260.209933,ellipse
1786612260.299105,ellipse
1786612260.370454,ellipse
1786612260.458164,ellipse
1786612260.548504,ellipse
1786612260.638440,ellipse
1786612260.729247,ellipse
1786612260.818357,ellipse
1786612260.918078,ellipse
1786612261.006355,ellipse
1786612261.094996,ellipse
1786612261.185950,ellipse
1786612261.273553,ellipse
1786612261.373446,ellipse
1786612261.463811,ellipse
1786612261.554218,ellipse
1786612261.644960,ellipse
1786612261.731294,ellipse
1786612261.809442,ellipse
1786612261.900077,ellipse
1786612261.987780,ellipse
1786612262.076028,ellipse
1786612262.166725,ellipse
1786612262.257346,ellipse
1786612262.335534,ellipse
1786612262.424738,ellipse
1786612262.502664,ellipse
1786612262.581085,ellipse
1786612262.672018,ellipse
1786612262.740544,ellipse
1786612262.820777,ellipse
1786612262.898349,ellipse
1786612262.976862,ellipse
1786612263.056172,ellipse
1786612263.148381,ellipse
1786612263.223318,ellipse
1786612263.300040,ellipse
1786612263.375713,ellipse
1786612263.450109,ellipse
1786612263.530761,ellipse
1786612263.611534,ellipse
1786612263.702152,ellipse
1786612263.784322,ellipse
1786612263.875160,ellipse
1786612263.954095,ellipse
1786612264.042905,ellipse
1786612264.133395,ellipse
1786612264.223517,ellipse
1786612264.313753,ellipse
1786612264.401667,ellipse
1786612264.491214,ellipse
1786612264.583144,ellipse
1786612264.673625,ellipse
1786612264.752417,ellipse
1786612264.839007,ellipse
1786612264.928724,ellipse
1786612265.017452,ellipse
1786612265.108201,ellipse
1786612265.198809,ellipse
1786612270.494933,fwd_back
1786612270.582686,fwd_back
1786612270.674533,fwd_back
1786612270.762466,fwd_back
1786612270.852463,fwd_back
1786612270.940997,fwd_back
1786612271.033303,fwd_back
1786612271.122646,fwd_back
1786612271.213595,fwd_back
1786612271.304372,fwd_back
1786612271.394528,fwd_back
1786612271.472924,fwd_back
1786612271.563054,fwd_back
1786612271.649052,fwd_back
1786612271.740076,fwd_back
1786612271.827294,fwd_back
1786612271.917421,fwd_back
1786612272.008162,fwd_back
1786612272.082808,fwd_back
1786612272.174531,fwd_back
1786612272.264378,fwd_back
1786612272.352139,fwd_back
1786612272.443435,fwd_back
1786612272.529977,fwd_back
1786612272.620454,fwd_back
1786612272.710596,fwd_back
1786612272.784709,fwd_back
1786612272.874874,fwd_back
1786612272.953047,fwd_back
1786612273.034958,fwd_back
