t_wallclock,action
1786608018.964198,still_30s
1786608019.053534,still_30s
1786608019.143337,still_30s
1786608019.232089,still_30s
1786608019.322911,still_30s
1786608019.413250,still_30s
1786608019.503805,still_30s
1786608019.589779,still_30s
1786608019.678892,still_30s
1786608019.768763,still_30s
1786608019.859057,still_30s
1786608019.938589,still_30s
1786608020.027989,still_30s
1786608020.119438,still_30s
1786608020.208565,still_30s
1786608020.294450,still_30s
1786608020.383116,still_30s
1786608020.470206,still_30s
1786608020.554501,still_30s
1786608020.642858,still_30s
1786608020.732082,still_30s
1786608020.808595,still_30s
1786608020.896817,still_30s
1786608020.986771,still_30s
1786608021.072590,still_30s
1786608021.161359,still_30s
1786608021.251073,still_30s
1786608021.339297,still_30s
1786608021.426766,still_30s
1786608021.513561,still_30s
1786608021.601872,still_30s
1786608021.691824,still_30s
1786608021.781832,still_30s
1786608021.868910,still_30s
1786608021.959210,still_30s
1786608022.037157,still_30s
1786608022.121700,still_30s
1786608022.212607,still_30s
1786608022.302222,still_30s
1786608022.389559,still_30s
1786608022.479319,still_30s
1786608022.569217,still_30s
1786608022.655369,still_30s
1786608022.744619,still_30s
1786608022.833213,still_30s
1786608022.921728,still_30s
1786608023.012440,still_30s
1786608023.102027,still_30s
1786608023.192545,still_30s
1786608023.271869,still_30s
1786608023.362205,still_30s
1786608023.450092,still_30s
1786608023.540220,still_30s
1786608023.631091,still_30s
1786608023.722683,still_30s
1786608023.809085,still_30s
1786608023.900970,still_30s
1786608023.992074,still_30s
1786608024.081973,still_30s
1786608024.170962,still_30s
1786608024.250002,still_30s
1786608024.336734,still_30s
1786608024.423311,still_30s
1786608024.511710,still_30s
1786608024.600772,still_30s
1786608024.689537,still_30s
1786608024.778135,still_30s
1786608024.864786,still_30s
1786608024.954382,still_30s
1786608025.041573,still_30s
1786608025.129388,still_30s
1786608025.217832,still_30s
1786608025.305775,still_30s
1786608025.381254,still_30s
1786608025.471769,still_30s
1786608025.560563,still_30s
1786608025.648787,still_30s
1786608025.738013,still_30s
1786608025.828085,still_30s
1786608025.917938,still_30s
1786608026.005601,still_30s
1786608026.098724,still_30s
1786608026.189085,still_30s
1786608026.275175,still_30s
1786608026.349361,still_30s
1786608026.434598,still_30s
1786608026.523147,still_30s
1786608026.613154,still_30s
1786608026.706442,still_30s
1786608026.795577,still_30s
1786608026.884910,still_30s
1786608026.975871,still_30s
1786608027.061982,still_30s
1786608027.153191,still_30s
1786608027.241095,still_30s
1786608027.331249,still_30s
1786608027.417267,still_30s
1786608027.506563,still_30s
1786608027.581097,still_30s
1786608027.669188,still_30s
1786608027.761633,still_30s
1786608027.851726,still_30s
1786608027.940513,still_30s
1786608028.030357,still_30s
1786608028.116478,still_30s
1786608028.205293,still_30s
1786608028.295114,still_30s
1786608028.385299,still_30s
1786608028.475159,still_30s
1786608028.565133,still_30s
1786608028.655242,still_30s
1786608028.734834,still_30s
1786608028.823643,still_30s
1786608028.913969,still_30s
1786608029.002300,still_30s
1786608029.091747,still_30s
1786608029.184474,still_30s
1786608029.273702,still_30s
1786608029.363766,still_30s
1786608029.450473,still_30s
1786608029.541121,still_30s
1786608029.630591,still_30s
1786608029.705116,still_30s
1786608029.793123,still_30s
1786608029.883524,still_30s
1786608029.969960,still_30s
1786608030.060584,still_30s
1786608030.150165,still_30s
1786608030.234446,still_30s
1786608030.321933,still_30s
1786608030.413594,still_30s
1786608030.503775,still_30s
1786608030.594046,still_30s
1786608030.681981,still_30s
1786608030.760159,still_30s
1786608030.847299,still_30s
1786608030.933717,still_30s
1786608031.022720,still_30s
1786608031.111192,still_30s
1786608031.196081,still_30s
1786608031.287123,still_30s
1786608031.376988,still_30s
1786608031.468131,still_30s
1786608031.558654,still_30s
1786608031.648419,still_30s
1786608031.734738,still_30s
1786608031.814841,still_30s
1786608031.903555,still_30s
1786608031.992389,still_30s
1786608032.079567,still_30s
1786608032.171130,still_30s
1786608032.260858,still_30s
1786608032.349872,still_30s
1786608032.437932,still_30s
1786608032.527625,still_30s
1786608032.616014,still_30s
1786608032.707369,still_30s
1786608032.797374,still_30s
1786608032.876036,still_30s
1786608032.965541,still_30s
1786608033.056518,still_30s
1786608033.145553,still_30s
1786608033.233608,still_30s
1786608033.325030,still_30s
1786608033.414087,still_30s
1786608033.505428,still_30s
1786608033.593137,still_30s
1786608033.683926,still_30s
1786608033.774476,still_30s
1786608033.864212,still_30s
1786608033.954471,still_30s
1786608034.044873,still_30s
1786608034.134315,still_30s
1786608034.214435,still_30s
1786608034.301806,still_30s
1786608034.391176,still_30s
1786608034.480049,still_30s
1786608034.567469,still_30s
1786608034.655935,still_30s
1786608034.743493,still_30s
1786608034.832522,still_30s
1786608034.921950,still_30s
1786608035.011184,still_30s
1786608035.097856,still_30s
1786608035.181434,still_30s
1786608035.268003,still_30s
1786608035.354792,still_30s
1786608035.430822,still_30s
1786608035.518321,still_30s
1786608035.604819,still_30s
1786608035.691299,still_30s
1786608035.778727,still_30s
1786608035.866785,still_30s
1786608035.955117,still_30s
1786608036.044887,still_30s
1786608036.135244,still_30s
1786608036.228919,still_30s
1786608036.320467,still_30s
1786608036.409611,still_30s
1786608036.499458,still_30s
1786608036.576500,still_30s
1786608036.665894,still_30s
1786608036.757115,still_30s
1786608036.843179,still_30s
1786608036.932816,still_30s
1786608037.020594,still_30s
1786608037.113008,still_30s
1786608037.201822,still_30s
1786608037.292228,still_30s
1786608037.383838,still_30s
1786608037.471935,still_30s
1786608037.562307,still_30s
1786608037.651940,still_30s
1786608037.742864,still_30s
1786608037.831919,still_30s
1786608037.912469,still_30s
1786608038.003108,still_30s
1786608038.093098,still_30s
1786608038.180066,still_30s
1786608038.270153,still_30s
1786608038.359685,still_30s
1786608038.449907,still_30s
1786608038.539281,still_30s
1786608038.626818,still_30s
1786608038.706342,still_30s
1786608038.795271,still_30s
1786608038.884008,still_30s
1786608038.973235,still_30s
1786608039.064020,still_30s
1786608039.153974,still_30s
1786608039.242842,still_30s
1786608039.331922,still_30s
1786608039.420190,still_30s
1786608039.510951,still_30s
1786608039.601060,still_30s
1786608039.679903,still_30s
1786608039.769728,still_30s
1786608039.858617,still_30s
1786608039.950898,still_30s
1786608040.039385,still_30s
1786608040.128677,still_30s
1786608040.218240,still_30s
1786608040.308610,still_30s
1786608040.399228,still_30s
1786608040.476496,still_30s
1786608040.564577,still_30s
1786608040.651483,still_30s
1786608040.735213,still_30s
1786608040.818947,still_30s
1786608040.901955,still_30s
1786608040.986459,still_30s
1786608041.071528,still_30s
1786608041.160329,still_30s
1786608041.247547,still_30s
1786608041.332806,still_30s
1786608041.417758,still_30s
1786608041.493626,still_30s
1786608041.581614,still_30s
1786608041.670982,still_30s
1786608041.757698,still_30s
1786608041.846629,still_30s
1786608041.932548,still_30s
1786608047.231678,slow_sweep
1786608047.322481,slow_sweep
1786608047.415182,slow_sweep
1786608047.506390,slow_sweep
1786608047.592261,slow_sweep
1786608047.681975,slow_sweep
1786608047.755337,slow_sweep
1786608047.843476,slow_sweep
1786608047.930977,slow_sweep
1786608048.019454,slow_sweep
1786608048.109013,slow_sweep
1786608048.196564,slow_sweep
1786608048.285979,slow_sweep
1786608048.372242,slow_sweep
1786608048.461724,slow_sweep
1786608048.551096,slow_sweep
1786608048.641448,slow_sweep
1786608048.730698,slow_sweep
1786608048.820437,slow_sweep
1786608048.908558,slow_sweep
1786608048.999415,slow_sweep
1786608049.086984,slow_sweep
1786608049.166039,slow_sweep
1786608049.251845,slow_sweep
1786608049.342785,slow_sweep
1786608049.433469,slow_sweep
1786608049.525139,slow_sweep
1786608049.611450,slow_sweep
1786608049.702807,slow_sweep
1786608049.793325,slow_sweep
1786608049.881045,slow_sweep
1786608049.970409,slow_sweep
1786608050.061431,slow_sweep
1786608050.139612,slow_sweep
1786608050.231575,slow_sweep
1786608050.319118,slow_sweep
1786608050.409012,slow_sweep
1786608050.498773,slow_sweep
1786608050.586579,slow_sweep
1786608050.676052,slow_sweep
1786608050.766936,slow_sweep
1786608050.855637,slow_sweep
1786608050.948156,slow_sweep
1786608051.035702,slow_sweep
1786608051.121327,slow_sweep
1786608051.198050,slow_sweep
1786608051.284751,slow_sweep
1786608051.374044,slow_sweep
1786608051.464058,slow_sweep
1786608051.554590,slow_sweep
1786608051.644897,slow_sweep
1786608051.734790,slow_sweep
1786608051.824819,slow_sweep
1786608051.906096,slow_sweep
1786608051.994594,slow_sweep
1786608052.082190,slow_sweep
1786608052.171595,slow_sweep
1786608052.262317,slow_sweep
1786608052.348366,slow_sweep
1786608052.434941,slow_sweep
1786608052.520917,slow_sweep
1786608052.610208,slow_sweep
1786608052.698749,slow_sweep
1786608052.788305,slow_sweep
1786608052.876702,slow_sweep
1786608052.955019,slow_sweep
1786608053.055514,slow_sweep
1786608053.130799,slow_sweep
1786608053.218107,slow_sweep
1786608053.301757,slow_sweep
1786608053.380064,slow_sweep
1786608053.469753,slow_sweep
1786608053.547332,slow_sweep
1786608053.638523,slow_sweep
1786608053.806395,slow_sweep
1786608053.915250,slow_sweep
1786608053.996586,slow_sweep
1786608054.103567,slow_sweep
1786608054.277095,slow_sweep
1786608054.366990,slow_sweep
1786608054.457136,slow_sweep
1786608054.547204,slow_sweep
1786608054.629799,slow_sweep
1786608054.717883,slow_sweep
1786608054.798793,slow_sweep
1786608054.888596,slow_sweep
1786608055.215837,slow_sweep
1786608055.295406,slow_sweep
1786608057.096589,slow_sweep
1786608057.218994,slow_sweep
1786608057.298839,slow_sweep
1786608057.398824,slow_sweep
1786608057.490494,slow_sweep
1786608057.577643,slow_sweep
1786608057.681445,slow_sweep
1786608058.279908,slow_sweep
1786608058.375952,slow_sweep
1786608058.466154,slow_sweep
1786608058.579878,slow_sweep
1786608058.660590,slow_sweep
1786608058.746939,slow_sweep
1786608058.838282,slow_sweep
1786608058.916618,slow_sweep
1786608059.003361,slow_sweep
1786608059.110299,slow_sweep
1786608059.253230,slow_sweep
1786608059.350120,slow_sweep
1786608059.487480,slow_sweep
1786608059.576457,slow_sweep
1786608059.651510,slow_sweep
1786608059.740439,slow_sweep
1786608059.821164,slow_sweep
1786608059.900400,slow_sweep
1786608059.993767,slow_sweep
1786608060.070687,slow_sweep
1786608060.158429,slow_sweep
1786608060.233455,slow_sweep
1786608060.321676,slow_sweep
1786608060.401202,slow_sweep
1786608060.478534,slow_sweep
1786608060.570183,slow_sweep
1786608060.649598,slow_sweep
1786608060.728103,slow_sweep
1786608060.817386,slow_sweep
1786608060.897316,slow_sweep
1786608060.981957,slow_sweep
1786608061.059513,slow_sweep
1786608061.148901,slow_sweep
1786608071.654292,ellipse
1786608087.363532,natural_typing
