t_global,label,source
45.813,4,auto
45.836,4,auto
45.860,4,auto
45.883,4,auto
45.906,4,auto
45.930,4,auto
45.954,4,auto
45.977,4,auto
46.001,4,auto
46.035,4,auto
46.137,4,auto
46.210,4,auto
46.749,3,auto
46.773,3,auto
46.796,3,auto
46.820,3,auto
46.844,3,auto
46.868,3,auto
46.892,3,auto
46.916,3,auto
46.940,3,auto
46.996,3,auto
47.095,3,auto
47.173,3,auto
47.234,3,auto
47.822,4,auto
47.846,4,auto
47.870,4,auto
47.894,4,auto
47.917,4,auto
47.941,4,auto
47.964,4,auto
47.989,4,auto
48.038,4,auto
48.089,4,auto
48.185,4,auto
48.307,4,auto
48.969,4,auto
48.992,4,auto
49.016,4,auto
49.040,4,auto
49.063,4,auto
49.087,4,auto
49.111,4,auto
49.134,4,auto
49.203,4,auto
49.313,4,auto
49.415,4,auto
49.999,2,auto
50.022,2,auto
50.045,2,auto
50.068,2,auto
50.091,2,auto
50.114,2,auto
50.138,2,auto
50.162,2,auto
50.186,1,auto
50.267,1,auto
50.313,1,auto
50.421,1,auto
50.495,1,auto
51.053,4,auto
51.077,4,auto
51.100,4,auto
51.123,4,auto
51.146,4,auto
51.169,4,auto
51.193,4,auto
51.216,4,auto
51.244,4,auto
51.354,4,auto
51.466,4,auto
51.544,4,auto
52.083,4,auto
52.106,4,auto
52.129,4,auto
52.153,4,auto
52.176,4,auto
52.199,4,auto
52.222,4,auto
52.246,4,auto
52.306,4,auto
52.391,4,auto
52.473,4,auto
52.553,4,auto
53.110,1,auto
53.133,1,auto
53.157,1,auto
53.180,1,auto
53.203,1,auto
53.227,1,auto
53.250,1,auto
53.274,1,auto
53.306,1,auto
53.399,1,auto
53.492,1,auto
53.587,1,auto
54.175,4,auto
54.198,4,auto
54.221,4,auto
54.244,4,auto
54.267,4,auto
54.290,4,auto
54.314,4,auto
54.337,4,auto
54.363,4,auto
54.452,4,auto
54.557,4,auto
54.639,4,auto
55.167,3,auto
55.191,3,auto
55.214,3,auto
55.238,3,auto
55.261,3,auto
55.284,3,auto
55.308,3,auto
55.331,3,auto
55.372,3,auto
55.452,3,auto
55.525,3,auto
55.593,3,auto
56.155,3,auto
56.178,3,auto
56.201,3,auto
56.224,3,auto
56.248,3,auto
56.271,3,auto
56.295,3,auto
56.318,3,auto
56.384,3,auto
56.454,3,auto
56.530,3,auto
56.610,3,auto
57.187,4,auto
57.211,4,auto
57.233,4,auto
57.257,4,auto
57.280,4,auto
57.303,4,auto
57.327,4,auto
57.350,4,auto
57.395,4,auto
57.469,4,auto
57.516,4,auto
57.590,4,auto
57.650,4,auto
58.192,1,auto
58.215,1,auto
58.239,1,auto
58.262,1,auto
58.285,1,auto
58.308,1,auto
58.331,1,auto
58.355,1,auto
58.425,1,auto
58.486,1,auto
58.545,1,auto
58.652,1,auto
59.219,3,auto
59.242,3,auto
59.265,3,auto
59.288,3,auto
59.311,3,auto
59.335,3,auto
59.358,3,auto
59.381,3,auto
59.436,3,auto
59.519,3,auto
59.596,3,auto
59.658,3,auto
60.221,4,auto
60.245,4,auto
60.267,4,auto
60.290,4,auto
60.313,4,auto
60.337,4,auto
60.360,4,auto
60.383,4,auto
60.411,4,auto
60.476,4,auto
60.560,4,auto
60.635,4,auto
60.691,4,auto
61.230,4,auto
61.253,4,auto
61.276,4,auto
61.299,4,auto
61.322,4,auto
61.346,4,auto
61.369,4,auto
61.392,4,auto
61.445,4,auto
61.499,4,auto
61.572,4,auto
61.682,4,auto
62.223,4,auto
62.246,4,auto
62.269,4,auto
62.293,4,auto
62.316,4,auto
62.340,4,auto
62.363,4,auto
62.386,4,auto
62.409,4,auto
62.488,4,auto
62.557,4,auto
62.618,4,auto
63.220,1,auto
63.243,1,auto
63.266,1,auto
63.289,1,auto
63.312,1,auto
63.336,1,auto
63.359,1,auto
63.382,1,auto
63.461,1,auto
63.537,1,auto
63.645,1,auto
64.204,3,auto
64.229,3,auto
64.253,3,auto
64.277,3,auto
64.301,3,auto
64.326,3,auto
64.350,3,auto
64.415,3,auto
64.483,3,auto
64.538,0,auto
64.608,0,auto
64.677,0,auto
65.313,0,auto
65.336,0,auto
65.360,0,auto
65.382,0,auto
65.400,0,auto
65.418,0,auto
65.436,0,auto
65.455,0,auto
65.478,0,auto
65.545,0,auto
65.667,0,auto
65.747,0,auto
65.823,0,auto
65.893,0,auto
65.959,0,auto
66.096,0,auto
66.161,0,auto
66.293,0,auto
66.346,0,auto
66.400,0,auto
66.459,0,auto
66.543,0,auto
66.616,0,auto
66.678,0,auto
66.797,0,auto
66.904,0,auto
66.975,0,auto
67.061,0,auto
67.160,0,auto
67.240,0,auto
67.331,0,auto
67.398,0,auto
67.471,0,auto
67.549,0,auto
67.622,0,auto
67.833,0,auto
67.883,0,auto
67.989,0,auto
68.053,0,auto
68.163,0,auto
68.221,0,auto
68.329,0,auto
68.412,0,auto
68.503,0,auto
68.590,0,auto
68.687,0,auto
68.778,0,auto
68.815,0,auto
68.940,0,auto
68.987,0,auto
69.043,0,auto
69.129,0,auto
69.175,0,auto
69.233,0,auto
69.301,0,auto
69.420,0,auto
69.519,0,auto
69.601,0,auto
69.694,0,auto
69.759,0,auto
69.854,0,auto
69.924,0,auto
69.998,0,auto
70.079,0,auto
70.178,0,auto
70.736,0,auto
70.758,0,auto
70.783,0,auto
70.807,0,auto
70.829,0,auto
70.847,0,auto
70.865,0,auto
70.891,0,auto
70.925,0,auto
71.017,0,auto
71.104,0,auto
71.209,0,auto
71.312,0,auto
71.373,0,auto
71.477,0,auto
71.541,0,auto
71.634,0,auto
71.766,0,auto
71.900,0,auto
71.982,0,auto
72.052,0,auto
72.164,0,auto
72.242,0,auto
72.342,0,auto
72.392,0,auto
72.456,0,auto
72.538,0,auto
72.571,0,auto
72.621,0,auto
72.692,0,auto
72.760,0,auto
72.807,0,auto
72.878,0,auto
72.947,0,auto
73.011,0,auto
73.057,0,auto
73.130,0,auto
73.173,0,auto
73.235,0,auto
73.290,0,auto
73.339,0,auto
73.391,0,auto
73.451,0,auto
73.534,0,auto
73.606,0,auto
73.665,0,auto
73.749,0,auto
73.804,0,auto
73.852,0,auto
73.958,0,auto
73.998,0,auto
74.058,0,auto
74.160,0,auto
74.248,0,auto
74.327,0,auto
74.413,0,auto
74.466,0,auto
74.529,0,auto
74.576,0,auto
74.636,0,auto
74.694,0,auto
74.798,0,auto
74.882,0,auto
74.954,0,auto
75.033,0,auto
75.063,0,auto
75.149,0,auto
75.253,0,auto
75.355,0,auto
75.417,0,auto
75.468,0,auto
75.539,0,auto
75.586,0,auto
75.652,0,auto
75.715,0,auto
75.788,0,auto
75.866,0,auto
75.937,0,auto
76.018,0,auto
76.102,0,auto
76.183,0,auto
76.243,0,auto
76.328,0,auto
76.386,0,auto
76.455,0,auto
76.516,0,auto
76.596,0,auto
76.653,0,auto
76.698,0,auto
76.780,0,auto
76.853,0,auto
76.925,0,auto
76.998,0,auto
77.053,0,auto
77.134,0,auto
77.234,0,auto
77.284,0,auto
77.366,0,auto
77.422,0,auto
77.523,0,auto
77.583,0,auto
77.646,0,auto
77.700,0,auto
77.769,0,auto
77.840,0,auto
77.884,0,auto
77.982,0,auto
78.042,0,auto
78.107,0,auto
78.174,0,auto
78.211,0,auto
78.283,0,auto
78.358,0,auto
78.426,0,auto
78.500,0,auto
78.581,0,auto
78.685,0,auto
78.725,0,auto
78.787,0,auto
78.866,0,auto
78.919,0,auto
79.016,0,auto
79.094,0,auto
79.154,0,auto
79.244,0,auto
79.285,0,auto
79.336,0,auto
79.413,0,auto
79.485,0,auto
79.551,0,auto
79.613,0,auto
79.715,0,auto
79.752,0,auto
79.822,0,auto
79.905,0,auto
79.953,0,auto
80.035,0,auto
80.101,0,auto
80.170,0,auto
80.225,0,auto
80.289,0,auto
80.382,0,auto
80.434,0,auto
80.502,0,auto
80.569,0,auto
80.651,0,auto
80.729,0,auto
80.807,0,auto
80.853,0,auto
80.921,0,auto
81.016,0,auto
81.070,0,auto
81.171,0,auto
81.249,0,auto
81.328,0,auto
81.388,0,auto
81.467,0,auto
81.530,0,auto
81.614,0,auto
81.675,0,auto
81.742,0,auto
81.808,0,auto
81.857,0,auto
81.913,0,auto
81.957,0,auto
82.024,0,auto
82.079,0,auto
82.169,0,auto
82.240,0,auto
82.326,0,auto
82.398,0,auto
82.456,0,auto
82.529,0,auto
82.572,0,auto
82.669,0,auto
82.735,0,auto
82.829,0,auto
82.897,0,auto
82.960,0,auto
83.054,0,auto
83.123,0,auto
83.180,0,auto
83.230,0,auto
83.332,0,auto
83.393,0,auto
83.473,0,auto
83.552,0,auto
83.611,0,auto
83.679,0,auto
83.764,0,auto
83.836,0,auto
83.926,0,auto
83.981,0,auto
84.079,0,auto
84.130,0,auto
84.215,0,auto
84.309,0,auto
84.409,0,auto
84.472,0,auto
84.533,0,auto
84.626,0,auto
84.693,0,auto
84.770,0,auto
84.826,0,auto
84.915,0,auto
85.003,0,auto
85.082,0,auto
85.147,0,auto
85.213,0,auto
85.257,0,auto
85.354,0,auto
85.398,0,auto
85.513,0,auto
85.601,0,auto
85.681,0,auto
85.770,0,auto
85.844,0,auto
85.908,0,auto
85.989,0,auto
86.048,0,auto
86.134,0,auto
86.190,0,auto
86.261,0,auto
86.330,0,auto
86.406,0,auto
86.462,0,auto
86.539,0,auto
86.608,0,auto
86.674,0,auto
86.723,0,auto
86.804,0,auto
86.924,0,auto
86.965,0,auto
87.024,0,auto
87.094,0,auto
87.197,0,auto
87.267,0,auto
87.351,0,auto
87.411,0,auto
87.506,0,auto
87.549,0,auto
87.632,0,auto
87.694,0,auto
87.790,0,auto
87.838,0,auto
87.891,0,auto
88.001,0,auto
88.036,0,auto
88.082,0,auto
88.147,0,auto
88.210,0,auto
88.257,0,auto
88.392,0,auto
88.431,0,auto
88.490,0,auto
88.529,0,auto
88.626,0,auto
88.723,0,auto
88.795,0,auto
88.835,0,auto
89.394,0,auto
89.416,0,auto
89.439,0,auto
89.468,0,auto
89.492,0,auto
89.517,0,auto
89.541,0,auto
89.565,0,auto
89.630,0,auto
89.689,0,auto
89.809,0,auto
89.894,0,auto
90.433,2,auto
90.459,2,auto
90.485,2,auto
90.509,2,auto
90.535,1,auto
90.559,1,auto
90.582,1,auto
90.644,2,auto
90.720,2,auto
90.831,2,auto
90.918,2,auto
91.456,2,auto
91.480,2,auto
91.503,2,auto
91.527,1,auto
91.550,1,auto
91.573,1,auto
91.596,1,auto
91.620,1,auto
91.644,1,auto
91.718,1,auto
91.811,1,auto
91.936,1,auto
92.517,1,auto
92.540,1,auto
92.565,1,auto
92.588,1,auto
92.611,1,auto
92.635,1,auto
92.660,1,auto
92.742,1,auto
92.831,1,auto
92.916,1,auto
92.969,1,auto
93.600,1,auto
93.626,1,auto
93.651,1,auto
93.674,1,auto
93.698,1,auto
93.721,1,auto
93.744,1,auto
93.768,1,auto
93.817,1,auto
93.909,1,auto
93.998,1,auto
94.091,1,auto
94.706,4,auto
94.730,4,auto
94.754,4,auto
94.787,4,auto
94.811,4,auto
94.836,4,auto
94.860,4,auto
94.934,4,auto
95.079,4,auto
95.166,4,auto
95.789,3,auto
95.812,3,auto
95.836,3,auto
95.859,3,auto
95.883,3,auto
95.906,3,auto
95.953,3,auto
96.031,3,auto
96.141,3,auto
96.207,3,auto
96.266,3,auto
96.845,4,auto
96.868,4,auto
96.891,4,auto
96.914,4,auto
96.938,4,auto
96.961,4,auto
97.020,4,auto
97.097,4,auto
97.186,4,auto
97.342,4,auto
98.045,1,auto
98.068,1,auto
98.091,1,auto
98.114,1,auto
98.138,1,auto
98.161,1,auto
98.184,1,auto
98.207,1,auto
98.251,1,auto
98.361,1,auto
98.454,1,auto
99.066,1,auto
99.089,1,auto
99.113,1,auto
99.136,1,auto
99.160,1,auto
99.184,1,auto
99.207,1,auto
99.230,1,auto
99.324,1,auto
99.421,1,auto
99.556,1,auto
100.119,1,auto
100.143,1,auto
100.165,1,auto
100.189,1,auto
100.212,1,auto
100.235,1,auto
100.338,1,auto
100.419,1,auto
100.520,1,auto
101.138,1,auto
101.162,1,auto
101.186,1,auto
101.209,1,auto
101.232,1,auto
101.255,1,auto
101.295,1,auto
101.402,1,auto
101.473,1,auto
101.630,1,auto
102.203,1,auto
102.227,1,auto
102.251,1,auto
102.274,1,auto
102.297,1,auto
102.321,1,auto
102.344,1,auto
102.424,1,auto
102.500,1,auto
102.611,1,auto
103.207,1,auto
103.231,1,auto
103.254,1,auto
103.278,1,auto
103.301,1,auto
103.325,1,auto
103.360,1,auto
103.477,1,auto
103.562,1,auto
104.295,1,auto
104.319,1,auto
104.343,1,auto
104.368,1,auto
104.393,1,auto
104.420,1,auto
104.444,1,auto
104.468,1,auto
104.512,1,auto
104.622,1,auto
104.690,1,auto
105.301,4,auto
105.325,4,auto
105.349,4,auto
105.372,4,auto
105.395,4,auto
105.423,4,auto
105.534,4,auto
105.631,4,auto
105.783,4,auto
106.451,1,auto
106.474,1,auto
106.497,1,auto
106.520,1,auto
106.544,1,auto
106.567,1,auto
106.590,1,auto
106.628,1,auto
106.714,1,auto
106.864,1,auto
107.449,3,auto
107.472,3,auto
107.496,3,auto
107.519,3,auto
107.543,3,auto
107.611,3,auto
107.726,3,auto
107.812,3,auto
107.904,3,auto
108.489,3,auto
108.513,3,auto
108.536,3,auto
108.560,3,auto
108.583,3,auto
108.607,3,auto
108.646,3,auto
108.781,3,auto
108.901,3,auto
109.567,1,auto
109.590,1,auto
109.614,1,auto
109.637,1,auto
109.661,1,auto
109.684,1,auto
109.706,1,auto
109.942,1,auto
110.020,1,auto
110.663,3,auto
110.686,3,auto
110.709,3,auto
110.733,3,auto
110.756,3,auto
110.780,3,auto
110.804,3,auto
110.842,3,auto
110.889,3,auto
111.003,3,auto
111.063,3,auto
111.138,3,auto
111.674,4,auto
111.698,4,auto
111.721,4,auto
111.744,4,auto
111.768,4,auto
111.792,4,auto
111.815,4,auto
111.839,4,auto
111.898,4,auto
111.973,4,auto
112.094,4,auto
112.788,3,auto
112.811,3,auto
112.834,3,auto
112.858,3,auto
112.881,3,auto
112.905,3,auto
112.929,3,auto
112.952,3,auto
112.976,3,auto
113.086,3,auto
113.214,3,auto
113.784,3,auto
113.808,3,auto
113.831,3,auto
113.854,3,auto
113.878,3,auto
113.902,3,auto
113.926,3,auto
113.949,3,auto
113.973,3,auto
114.077,3,auto
114.132,3,auto
114.206,3,auto
114.272,3,auto
114.827,3,auto
114.850,3,auto
114.874,3,auto
114.897,3,auto
114.921,3,auto
114.944,3,auto
114.968,3,auto
114.992,3,auto
115.097,3,auto
115.197,3,auto
115.247,3,auto
115.812,3,auto
115.836,3,auto
115.858,3,auto
115.882,3,auto
115.906,3,auto
115.930,3,auto
115.951,0,auto
116.111,0,auto
116.215,0,auto
116.276,0,auto
116.819,0,auto
116.842,0,auto
116.866,0,auto
116.890,0,auto
116.914,0,auto
116.949,0,auto
117.025,3,auto
117.113,3,auto
117.203,3,auto
117.295,3,auto
117.860,3,auto
117.884,3,auto
117.907,3,auto
117.930,3,auto
117.953,3,auto
117.977,3,auto
118.000,3,auto
118.023,3,auto
118.062,3,auto
118.229,3,auto
118.302,3,auto
118.384,0,auto
118.926,0,auto
118.949,0,auto
118.973,0,auto
118.996,0,auto
119.020,0,auto
119.044,0,auto
119.068,0,auto
119.091,3,auto
119.157,3,auto
119.220,3,auto
119.349,3,auto
119.402,3,auto
119.970,2,auto
119.994,2,auto
120.017,2,auto
120.041,2,auto
120.064,2,auto
120.087,2,auto
120.110,1,auto
120.134,1,auto
120.157,1,auto
120.309,2,auto
120.365,2,auto
120.440,2,auto
120.986,4,auto
121.009,4,auto
121.032,4,auto
121.056,4,auto
121.080,4,auto
121.103,4,auto
121.127,4,auto
121.151,4,auto
121.189,4,auto
121.330,4,auto
121.381,4,auto
122.033,4,auto
122.056,4,auto
122.080,4,auto
122.117,4,auto
122.141,4,auto
122.168,4,auto
122.191,4,auto
122.215,4,auto
122.249,4,auto
122.441,4,auto
122.506,4,auto
123.100,4,auto
123.124,4,auto
123.148,4,auto
123.172,4,auto
123.195,4,auto
123.219,4,auto
123.243,4,auto
123.267,4,auto
123.336,4,auto
123.449,4,auto
123.534,4,auto
124.088,4,auto
124.111,4,auto
124.135,4,auto
124.159,4,auto
124.182,4,auto
124.205,4,auto
124.229,4,auto
124.252,4,auto
124.275,4,auto
124.342,4,auto
124.414,4,auto
124.532,4,auto
125.107,4,auto
125.131,4,auto
125.154,4,auto
125.178,4,auto
125.201,4,auto
125.225,4,auto
125.249,4,auto
125.272,4,auto
125.296,4,auto
125.319,4,auto
125.379,4,auto
125.455,4,auto
125.497,4,auto
125.563,4,auto
125.598,4,auto
126.119,1,auto
126.142,1,auto
126.165,1,auto
126.188,1,auto
126.212,1,auto
126.235,1,auto
126.259,1,auto
126.283,1,auto
126.306,1,auto
126.338,1,auto
126.394,1,auto
126.437,1,auto
126.502,1,auto
126.612,1,auto
127.143,1,auto
127.166,1,auto
127.190,1,auto
127.213,1,auto
127.236,1,auto
127.259,1,auto
127.282,1,auto
127.305,1,auto
127.398,1,auto
127.477,1,auto
127.552,1,auto
127.587,1,auto
127.628,1,auto
128.223,3,auto
128.246,3,auto
128.271,3,auto
128.294,3,auto
128.318,3,auto
128.341,3,auto
128.365,3,auto
128.389,3,auto
128.445,3,auto
128.536,3,auto
128.603,3,auto
128.656,3,auto
128.718,3,auto
129.288,4,auto
129.311,4,auto
129.335,4,auto
129.359,4,auto
129.382,4,auto
129.405,4,auto
129.429,4,auto
129.452,4,auto
129.484,4,auto
129.550,4,auto
129.627,4,auto
129.717,4,auto
129.774,4,auto
130.344,4,auto
130.368,4,auto
130.392,4,auto
130.415,4,auto
130.438,4,auto
130.462,4,auto
130.486,4,auto
130.554,4,auto
130.650,4,auto
130.693,4,auto
130.781,4,auto
131.337,4,auto
131.361,4,auto
131.384,4,auto
131.408,4,auto
131.432,4,auto
131.455,4,auto
131.479,4,auto
131.503,4,auto
131.574,4,auto
131.663,4,auto
131.824,4,auto
132.370,4,auto
132.393,4,auto
132.416,4,auto
132.439,4,auto
132.463,4,auto
132.487,4,auto
132.510,4,auto
132.565,4,auto
132.664,4,auto
132.717,4,auto
132.786,4,auto
132.866,4,auto
133.483,4,auto
133.507,4,auto
133.530,4,auto
133.553,4,auto
133.577,4,auto
133.600,4,auto
133.624,4,auto
133.650,4,auto
133.758,4,auto
133.812,4,auto
133.921,4,auto
134.494,4,auto
134.517,4,auto
134.541,4,auto
134.564,4,auto
134.587,4,auto
134.611,4,auto
134.635,4,auto
134.658,4,auto
134.744,4,auto
134.807,4,auto
134.915,4,auto
135.484,4,auto
135.508,4,auto
135.532,4,auto
